"","Name","Team","Season","Salary"
"5860","Eddie House","Los Angeles Clippers",2003,750000
"5861","Eddie House","Charlotte Bobcats",2004,825000
"5862","Eddie House","Milwaukee Bucks",2004,563327
"5863","Eddie House","Phoenix Suns",2005,835810
"5864","Eddie House","New Jersey Nets",2006,1400000
"5865","Eddie House","Boston Celtics",2007,1500000
"5866","Eddie House","Boston Celtics",2008,2650000
"5867","Eddie House","New York Knicks",2009,2862000
"5868","Eddie House","Miami Heat",2010,1352181
"5869","Allan Houston","Detroit Pistons",1993,736000
"5870","Allan Houston","Detroit Pistons",1994,956000
"5871","Allan Houston","Detroit Pistons",1995,1177000
"5872","Allan Houston","New York Knicks",1996,5000000
"5873","Allan Houston","New York Knicks",1997,6000000
"5874","Allan Houston","New York Knicks",1998,7000000
"5875","Allan Houston","New York Knicks",1999,8000000
"5876","Allan Houston","New York Knicks",2000,9000000
"5877","Allan Houston","New York Knicks",2001,12750000
"5878","Allan Houston","New York Knicks",2002,14343750
"5879","Allan Houston","New York Knicks",2003,15937500
"5880","Allan Houston","New York Knicks",2004,17531250
"5881","Allan Houston","New York Knicks",2005,19125000
"5882","Byron Houston","Golden State Warriors",1992,500000
"5883","Byron Houston","Golden State Warriors",1993,600000
"5884","Byron Houston","Seattle SuperSonics",1994,700000
"5885","Byron Houston","Sacramento Kings",1995,800000
"5886","Tom Hovasse","Atlanta Hawks",1994,6140
"5887","Brian Howard","Dallas Mavericks",1992,200000
"5888","Dwight Howard","Orlando Magic",2004,4179720
"5889","Dwight Howard","Orlando Magic",2005,4493160
"5890","Dwight Howard","Orlando Magic",2006,4806720
"5891","Dwight Howard","Orlando Magic",2007,6061274
"5892","Dwight Howard","Orlando Magic",2008,13758000
"5893","Dwight Howard","Orlando Magic",2009,15202590
"5894","Dwight Howard","Orlando Magic",2010,16647180
"5895","Dwight Howard","Orlando Magic",2011,18091770
"5896","Dwight Howard","Los Angeles Lakers",2012,19536360
"5897","Dwight Howard","Houston Rockets",2013,20513178
"5898","Dwight Howard","Houston Rockets",2014,21436271
"5899","Dwight Howard","Houston Rockets",2015,22359364
"5900","Dwight Howard","Atlanta Hawks",2016,23180275
"5901","Dwight Howard","Charlotte Hornets",2017,23500000
"5902","Josh Howard","Dallas Mavericks",2003,773400
"5903","Josh Howard","Dallas Mavericks",2004,863640
"5904","Josh Howard","Dallas Mavericks",2005,923880
"5905","Josh Howard","Dallas Mavericks",2006,1667603
"5906","Josh Howard","Dallas Mavericks",2007,9000000
"5907","Josh Howard","Dallas Mavericks",2008,9945000
"5908","Josh Howard","Washington Wizards",2009,10890000
"5909","Josh Howard","Washington Wizards",2010,3000000
"5910","Josh Howard","Utah Jazz",2011,2150000
"5911","Josh Howard","Minnesota Timberwolves",2012,1229255
"5912","Juwan Howard","Washington Bullets",1994,1309000
"5913","Juwan Howard","Washington Bullets",1995,1702000
"5914","Juwan Howard","Washington Bullets",1996,9750000
"5915","Juwan Howard","Washington Wizards",1997,11250000
"5916","Juwan Howard","Washington Wizards",1998,13125000
"5917","Juwan Howard","Washington Wizards",1999,15000000
"5918","Juwan Howard","Washington Wizards",2000,16875000
"5919","Juwan Howard","Dallas Mavericks",2001,18750000
"5920","Juwan Howard","Denver Nuggets",2002,20625000
"5921","Juwan Howard","Orlando Magic",2003,4917000
"5922","Juwan Howard","Houston Rockets",2004,5408700
"5923","Juwan Howard","Houston Rockets",2005,5900400
"5924","Juwan Howard","Houston Rockets",2006,6392100
"5925","Juwan Howard","Minnesota Timberwolves",2007,6883800
"5926","Juwan Howard","Dallas Mavericks",2007,1211197
"5927","Juwan Howard","Minnesota Timberwolves",2008,7375500
"5928","Juwan Howard","Charlotte Bobcats",2008,928143
"5929","Juwan Howard","Denver Nuggets",2008,51976
"5930","Juwan Howard","Portland Trail Blazers",2009,1306455
"5931","Juwan Howard","Miami Heat",2010,1352181
"5932","Juwan Howard","Miami Heat",2011,1352181
"5933","Stephen Howard","Utah Jazz",1992,140000
"5934","Stephen Howard","San Antonio Spurs",1996,181100
"5935","Stephen Howard","Seattle SuperSonics",1997,272250
"5936","Phil Hubbard","Cleveland Cavaliers",1984,200000
"5937","Phil Hubbard","Cleveland Cavaliers",1985,225000
"5938","Phil Hubbard","Cleveland Cavaliers",1987,450060
"5939","Phil Hubbard","Cleveland Cavaliers",1988,450000
"5940","Lester Hudson","Memphis Grizzlies",2009,199185
"5941","Lester Hudson","Boston Celtics",2009,193802
"5942","Lester Hudson","Washington Wizards",2010,192791
"5943","Lester Hudson","Los Angeles Clippers",2014,55774
"5944","Troy Hudson","Utah Jazz",1997,242000
"5945","Troy Hudson","Los Angeles Clippers",1998,287500
"5946","Troy Hudson","Los Angeles Clippers",1999,460000
"5947","Troy Hudson","Orlando Magic",2000,523500
"5948","Troy Hudson","Orlando Magic",2001,590850
"5949","Troy Hudson","Minnesota Timberwolves",2002,2000000
"5950","Troy Hudson","Minnesota Timberwolves",2003,2100000
"5951","Troy Hudson","Minnesota Timberwolves",2004,4903000
"5952","Troy Hudson","Minnesota Timberwolves",2005,5253000
"5953","Troy Hudson","Minnesota Timberwolves",2006,5603000
"5954","Troy Hudson","Minnesota Timberwolves",2007,5953000
"5955","Troy Hudson","Golden State Warriors",2007,1219590
"5956","Marcelo Huertas","Los Angeles Lakers",2015,525093
"5957","Marcelo Huertas","Houston Rockets",2016,1500000
"5958","Josh Huestis","Oklahoma City Thunder",2015,1140240
"5959","Josh Huestis","Oklahoma City Thunder",2016,1191480
"5960","Josh Huestis","Oklahoma City Thunder",2017,1471382
"5961","Nate Huffman","Los Angeles Clippers",1997,20000
"5962","Nate Huffman","Toronto Raptors",2002,349458
"5963","Nate Huffman","Toronto Raptors",2003,1760000
"5964","Nate Huffman","Toronto Raptors",2004,1280000
"5965","Eddie Hughes","Denver Nuggets",1988,100000
"5966","Larry Hughes","Philadelphia 76ers",1998,1330000
"5967","Larry Hughes","Golden State Warriors",1999,1722240
"5968","Larry Hughes","Golden State Warriors",2000,1842480
"5969","Larry Hughes","Golden State Warriors",2001,2343635
"5970","Larry Hughes","Washington Wizards",2002,4546000
"5971","Larry Hughes","Washington Wizards",2003,5000600
"5972","Larry Hughes","Washington Wizards",2004,5455200
"5973","Larry Hughes","Cleveland Cavaliers",2005,10344900
"5974","Larry Hughes","Cleveland Cavaliers",2006,13363012
"5975","Larry Hughes","Chicago Bulls",2007,12000084
"5976","Larry Hughes","New York Knicks",2008,12827676
"5977","Larry Hughes","Sacramento Kings",2009,13655268
"5978","Larry Hughes","Orlando Magic",2011,414443
"5979","Alfredrick Hughes","San Antonio Spurs",1985,177830
"5980","Rick Hughes","Dallas Mavericks",1999,115423
"5981","Robbie Hummel","Minnesota Timberwolves",2014,880000
"5982","Robbie Hummel","Denver Nuggets",2016,150000
"5983","Jay Humphries","Phoenix Suns",1985,222500
"5984","Jay Humphries","Milwaukee Bucks",1987,290000
"5985","Jay Humphries","Milwaukee Bucks",1988,410000
"5986","Jay Humphries","Milwaukee Bucks",1990,650000
"5987","Jay Humphries","Milwaukee Bucks",1991,760000
"5988","Jay Humphries","Utah Jazz",1992,1800000
"5989","Jay Humphries","Utah Jazz",1993,1800000
"5990","Jay Humphries","Utah Jazz",1994,1900000
"5991","Kris Humphries","Utah Jazz",2004,1481400
"5992","Kris Humphries","Utah Jazz",2005,1592400
"5993","Kris Humphries","Toronto Raptors",2006,1703520
"5994","Kris Humphries","Toronto Raptors",2007,2522913
"5995","Kris Humphries","Toronto Raptors",2008,3200000
"5996","Kris Humphries","New Jersey Nets",2009,3200000
"5997","Kris Humphries","New Jersey Nets",2010,3200000
"5998","Kris Humphries","New Jersey Nets",2011,8000000
"5999","Kris Humphries","Brooklyn Nets",2012,12000000
"6000","Kris Humphries","Boston Celtics",2013,12000000
"6001","Kris Humphries","Washington Wizards",2014,4300000
"6002","Kris Humphries","Phoenix Suns",2015,4600000
"6003","Kris Humphries","Atlanta Hawks",2015,388025
"6004","Kris Humphries","Atlanta Hawks",2016,4000000
"6005","Ryan Humphrey","Orlando Magic",2002,1063680
"6006","Ryan Humphrey","Memphis Grizzlies",2003,1143360
"6007","Ryan Humphrey","Memphis Grizzlies",2004,1223160
"6008","Brandon Hunter","Boston Celtics",2003,366931
"6009","Brandon Hunter","Orlando Magic",2004,620046
"6010","Chris Hunter","Golden State Warriors",2009,632455
"6011","Lindsey Hunter","Detroit Pistons",1993,902000
"6012","Lindsey Hunter","Detroit Pistons",1994,1173000
"6013","Lindsey Hunter","Detroit Pistons",1995,1444000
"6014","Lindsey Hunter","Detroit Pistons",1996,1715000
"6015","Lindsey Hunter","Detroit Pistons",1997,1750000
"6016","Lindsey Hunter","Detroit Pistons",1998,2050000
"6017","Lindsey Hunter","Detroit Pistons",1999,2350000
"6018","Lindsey Hunter","Milwaukee Bucks",2000,2650000
"6019","Lindsey Hunter","Los Angeles Lakers",2001,3425760
"6020","Lindsey Hunter","Toronto Raptors",2002,3870912
"6021","Lindsey Hunter","Detroit Pistons",2003,3000000
"6022","Lindsey Hunter","Detroit Pistons",2004,1600000
"6023","Lindsey Hunter","Detroit Pistons",2005,1760000
"6024","Lindsey Hunter","Detroit Pistons",2006,2250000
"6025","Lindsey Hunter","Detroit Pistons",2007,2250000
"6026","Lindsey Hunter","Chicago Bulls",2008,1143473
"6027","Lindsey Hunter","Chicago Bulls",2009,1306455
"6028","Othello Hunter","Atlanta Hawks",2008,442114
"6029","Othello Hunter","Atlanta Hawks",2009,307564
"6030","Steven Hunter","Orlando Magic",2001,1244880
"6031","Steven Hunter","Orlando Magic",2002,1338240
"6032","Steven Hunter","Orlando Magic",2003,1431600
"6033","Steven Hunter","Cleveland Cavaliers",2004,1000000
"6034","Steven Hunter","Phoenix Suns",2004,720046
"6035","Steven Hunter","Philadelphia 76ers",2005,2800000
"6036","Steven Hunter","Philadelphia 76ers",2006,3024000
"6037","Steven Hunter","Denver Nuggets",2007,3248000
"6038","Steven Hunter","Denver Nuggets",2008,3862600
"6039","Steven Hunter","Memphis Grizzlies",2009,3696000
"6040","Bobby Hurley","Sacramento Kings",1993,1616000
"6041","Bobby Hurley","Sacramento Kings",1994,2100000
"6042","Bobby Hurley","Sacramento Kings",1995,2584000
"6043","Bobby Hurley","Sacramento Kings",1996,3068000
"6044","Bobby Hurley","Sacramento Kings",1997,3552000
"6045","Bobby Hurley","Vancouver Grizzlies",1998,4030000
"6046","Geoff Huston","Golden State Warriors",1985,90000
"6047","Marc Iavaroni","Philadelphia 76ers",1984,100000
"6048","Marc Iavaroni","San Antonio Spurs",1985,120000
"6049","Marc Iavaroni","Utah Jazz",1987,175000
"6050","Marc Iavaroni","Utah Jazz",1988,325000
"6051","Serge Ibaka","Oklahoma City Thunder",2009,1120200
"6052","Serge Ibaka","Oklahoma City Thunder",2010,1204200
"6053","Serge Ibaka","Oklahoma City Thunder",2011,1288200
"6054","Serge Ibaka","Oklahoma City Thunder",2012,2253062
"6055","Serge Ibaka","Oklahoma City Thunder",2013,12250000
"6056","Serge Ibaka","Oklahoma City Thunder",2014,12350000
"6057","Serge Ibaka","Oklahoma City Thunder",2015,12350000
"6058","Serge Ibaka","Toronto Raptors",2016,12250000
"6059","Serge Ibaka","Toronto Raptors",2017,20061729
"6060","Andre Iguodala","Philadelphia 76ers",2004,1914480
"6061","Andre Iguodala","Philadelphia 76ers",2005,2058000
"6062","Andre Iguodala","Philadelphia 76ers",2006,2201640
"6063","Andre Iguodala","Philadelphia 76ers",2007,2804889
"6064","Andre Iguodala","Philadelphia 76ers",2008,11300000
"6065","Andre Iguodala","Philadelphia 76ers",2009,12200000
"6066","Andre Iguodala","Philadelphia 76ers",2010,12345250
"6067","Andre Iguodala","Philadelphia 76ers",2011,13531750
"6068","Andre Iguodala","Denver Nuggets",2012,14968250
"6069","Andre Iguodala","Golden State Warriors",2013,12868632
"6070","Andre Iguodala","Golden State Warriors",2014,12289544
"6071","Andre Iguodala","Golden State Warriors",2015,11710456
"6072","Andre Iguodala","Golden State Warriors",2016,11131368
"6073","Andre Iguodala","Golden State Warriors",2017,14814815
"6074","Zydrunas Ilgauskas","Cleveland Cavaliers",1996,720000
"6075","Zydrunas Ilgauskas","Cleveland Cavaliers",1997,828000
"6076","Zydrunas Ilgauskas","Cleveland Cavaliers",1999,9000000
"6077","Zydrunas Ilgauskas","Cleveland Cavaliers",2000,10130000
"6078","Zydrunas Ilgauskas","Cleveland Cavaliers",2001,11250000
"6079","Zydrunas Ilgauskas","Cleveland Cavaliers",2002,12375000
"6080","Zydrunas Ilgauskas","Cleveland Cavaliers",2003,13500000
"6081","Zydrunas Ilgauskas","Cleveland Cavaliers",2004,14625000
"6082","Zydrunas Ilgauskas","Cleveland Cavaliers",2005,8740000
"6083","Zydrunas Ilgauskas","Cleveland Cavaliers",2006,9442697
"6084","Zydrunas Ilgauskas","Cleveland Cavaliers",2007,10142156
"6085","Zydrunas Ilgauskas","Cleveland Cavaliers",2008,10841615
"6086","Zydrunas Ilgauskas","Washington Wizards",2009,11541074
"6087","Zydrunas Ilgauskas","Miami Heat",2010,1352181
"6088","Mile Ilic","New Jersey Nets",2006,800000
"6089","Mile Ilic","New Orleans Hornets",2007,864000
"6090","Ersan Ilyasova","Milwaukee Bucks",2005,398762
"6091","Ersan Ilyasova","Milwaukee Bucks",2006,664209
"6092","Ersan Ilyasova","Milwaukee Bucks",2009,2100000
"6093","Ersan Ilyasova","Milwaukee Bucks",2010,2320500
"6094","Ersan Ilyasova","Milwaukee Bucks",2011,2541000
"6095","Ersan Ilyasova","Milwaukee Bucks",2012,7900000
"6096","Ersan Ilyasova","Milwaukee Bucks",2013,7900000
"6097","Ersan Ilyasova","Detroit Pistons",2014,7900000
"6098","Ersan Ilyasova","Orlando Magic",2015,7900000
"6099","Ersan Ilyasova","Atlanta Hawks",2016,8400000
"6100","Ersan Ilyasova","Atlanta Hawks",2017,5434282
"6101","Ersan Ilyasova","Philadelphia 76ers",2017,357454
"6102","Joe Ingles","Utah Jazz",2014,507336
"6103","Joe Ingles","Utah Jazz",2015,2250000
"6104","Joe Ingles","Utah Jazz",2016,2250000
"6105","Joe Ingles","Utah Jazz",2017,14136364
"6106","Damien Inglis","Milwaukee Bucks",2014,820000
"6107","Damien Inglis","Milwaukee Bucks",2015,855000
"6108","Andre Ingram","Los Angeles Lakers",2017,13824
"6109","Brandon Ingram","Los Angeles Lakers",2016,5281680
"6110","Brandon Ingram","Los Angeles Lakers",2017,5519400
"6111","Byron Irvin","Washington Bullets",1990,375000
"6112","Kyrie Irving","Cleveland Cavaliers",2011,5144280
"6113","Kyrie Irving","Cleveland Cavaliers",2012,5530080
"6114","Kyrie Irving","Cleveland Cavaliers",2013,5607240
"6115","Kyrie Irving","Cleveland Cavaliers",2014,7070730
"6116","Kyrie Irving","Cleveland Cavaliers",2015,14746000
"6117","Kyrie Irving","Cleveland Cavaliers",2016,17638063
"6118","Kyrie Irving","Boston Celtics",2017,18868625
"6119","Jonathan Isaac","Orlando Magic",2017,4186320
"6120","Dan Issel","Denver Nuggets",1984,614000
"6121","Mike Iuzzolino","Dallas Mavericks",1991,185000
"6122","Mike Iuzzolino","Dallas Mavericks",1992,241000
"6123","Mike Iuzzolino","Orlando Magic",1994,97500
"6124","Allen Iverson","Philadelphia 76ers",1996,2267000
"6125","Allen Iverson","Philadelphia 76ers",1997,3128640
"6126","Allen Iverson","Philadelphia 76ers",1998,3537000
"6127","Allen Iverson","Philadelphia 76ers",1999,9000000
"6128","Allen Iverson","Philadelphia 76ers",2000,10130000
"6129","Allen Iverson","Philadelphia 76ers",2001,11250000
"6130","Allen Iverson","Philadelphia 76ers",2002,12375000
"6131","Allen Iverson","Philadelphia 76ers",2003,13500000
"6132","Allen Iverson","Philadelphia 76ers",2004,14625000
"6133","Allen Iverson","Philadelphia 76ers",2005,16453125
"6134","Allen Iverson","Denver Nuggets",2006,17184375
"6135","Allen Iverson","Denver Nuggets",2007,19012500
"6136","Allen Iverson","Detroit Pistons",2008,20840625
"6137","Allen Iverson","Philadelphia 76ers",2009,1029794
"6138","Allen Iverson","Memphis Grizzlies",2009,161386
"6139","Royal Ivey","Atlanta Hawks",2004,425000
"6140","Royal Ivey","Atlanta Hawks",2005,641748
"6141","Royal Ivey","Atlanta Hawks",2006,744551
"6142","Royal Ivey","Milwaukee Bucks",2007,826046
"6143","Royal Ivey","Philadelphia 76ers",2008,854957
"6144","Royal Ivey","Milwaukee Bucks",2009,1050000
"6145","Royal Ivey","Oklahoma City Thunder",2010,1200000
"6146","Royal Ivey","Oklahoma City Thunder",2011,1200000
"6147","Royal Ivey","Philadelphia 76ers",2012,1223166
"6148","Wesley Iwundu","Orlando Magic",2017,1050000
"6149","Jarrett Jack","Portland Trail Blazers",2005,1058640
"6150","Jarrett Jack","Portland Trail Blazers",2006,1137960
"6151","Jarrett Jack","Portland Trail Blazers",2007,1217400
"6152","Jarrett Jack","Indiana Pacers",2008,2002623
"6153","Jarrett Jack","Toronto Raptors",2009,4500000
"6154","Jarrett Jack","New Orleans Hornets",2010,4600000
"6155","Jarrett Jack","New Orleans Hornets",2011,5000000
"6156","Jarrett Jack","Golden State Warriors",2012,5400000
"6157","Jarrett Jack","Cleveland Cavaliers",2013,6300000
"6158","Jarrett Jack","Brooklyn Nets",2014,6300000
"6159","Jarrett Jack","Brooklyn Nets",2015,6300000
"6160","Jarrett Jack","Atlanta Hawks",2016,1551659
"6161","Jarrett Jack","Brooklyn Nets",2016,500000
"6162","Jarrett Jack","New Orleans Pelicans",2016,91274
"6163","Jarrett Jack","New York Knicks",2017,1471382
"6164","Aaron Jackson","Houston Rockets",2017,4608
"6165","Bobby Jackson","Denver Nuggets",1997,694920
"6166","Bobby Jackson","Minnesota Timberwolves",1998,799200
"6167","Bobby Jackson","Minnesota Timberwolves",1999,903360
"6168","Bobby Jackson","Sacramento Kings",2000,2250000
"6169","Bobby Jackson","Sacramento Kings",2001,2475000
"6170","Bobby Jackson","Sacramento Kings",2002,2700000
"6171","Bobby Jackson","Sacramento Kings",2003,2925000
"6172","Bobby Jackson","Sacramento Kings",2004,3150000
"6173","Bobby Jackson","Memphis Grizzlies",2005,3375000
"6174","Bobby Jackson","New Orleans/Oklahoma City Hornets",2006,5259000
"6175","Bobby Jackson","Houston Rockets",2007,5670000
"6176","Bobby Jackson","Sacramento Kings",2008,6487888
"6177","Cedric Jackson","Cleveland Cavaliers",2009,53834
"6178","Darnell Jackson","Cleveland Cavaliers",2008,450000
"6179","Darnell Jackson","Cleveland Cavaliers",2009,736420
"6180","Darnell Jackson","Sacramento Kings",2010,854389
"6181","Frank Jackson","New Orleans Pelicans",2017,815615
"6182","Jaren Jackson","Los Angeles Clippers",1992,140000
"6183","Jaren Jackson","Philadelphia 76ers",1994,140350
"6184","Jaren Jackson","Washington Bullets",1996,247500
"6185","Jaren Jackson","San Antonio Spurs",1997,272250
"6186","Jaren Jackson","San Antonio Spurs",1999,2483333
"6187","Jaren Jackson","San Antonio Spurs",2000,1750000
