,rating,Team,Type,mu,sd,name
261,-2.35478303683025,Orlando Magic,Non-rookie,3.938616666666667,5,Hedo Turkoglu
262,-2.35478303683025,Orlando Magic,Non-rookie,2.457333333333333,5,Beno Udrih
264,-2.35478303683025,Orlando Magic,Non-rookie,1.3333333333333333,5,Hakim Warrick
266,-2.57615300650677,Milwaukee Bucks,Non-rookie,2.232855,5,Samuel Dalembert
267,-2.57615300650677,Milwaukee Bucks,Non-rookie,0.4097516666666667,5,Marquis Daniels
268,-2.57615300650677,Milwaukee Bucks,Non-rookie,1.25,5,Mike Dunleavy
269,-2.57615300650677,Milwaukee Bucks,Non-rookie,3.6666666666666665,5,Monta Ellis
270,-2.57615300650677,Milwaukee Bucks,Non-rookie,2.2291333333333334,5,Drew Gooden
272,-2.57615300650677,Milwaukee Bucks,Non-rookie,2.6333333333333333,5,Ersan Ilyasova
274,-2.57615300650677,Milwaukee Bucks,Non-rookie,1.5983973333333332,5,Luc Mbah a Moute
275,-2.57615300650677,Milwaukee Bucks,Non-rookie,0.450727,5,Joel Przybilla
279,-2.5798049047455,Portland Trailblazers,Non-rookie,4.5,5,LaMarcus Aldridge
282,-2.5798049047455,Portland Trailblazers,Non-rookie,3.6166666666666667,5,Nicolas Batum
285,-2.5798049047455,Portland Trailblazers,Non-rookie,0.491702,5,Jared Jeffries
290,-2.5798049047455,Portland Trailblazers,Non-rookie,0.4109043333333333,5,Sasha Pavlovic
291,-2.5798049047455,Portland Trailblazers,Non-rookie,5.453268333333333,5,Brandon Roy
293,-4.18513836751315,Minnesota Timberwolves,Non-rookie,0.356503,5,Lou Amundson
294,-4.18513836751315,Minnesota Timberwolves,Non-rookie,1.4978333333333333,5,J.J. Barea
296,-4.18513836751315,Minnesota Timberwolves,Non-rookie,0.028479666666666667,5,Will Conroy
298,-4.18513836751315,Minnesota Timberwolves,Non-rookie,0.14909933333333333,5,Mickael Gelabale
299,-4.18513836751315,Minnesota Timberwolves,Non-rookie,0.4097516666666667,5,Josh Howard
302,-4.18513836751315,Minnesota Timberwolves,Non-rookie,3.259783,5,Andrei Kirilenko
304,-4.18513836751315,Minnesota Timberwolves,Non-rookie,4.55625,5,Kevin Love
305,-4.18513836751315,Minnesota Timberwolves,Non-rookie,1.7426666666666666,5,Darko Milicic
307,-4.18513836751315,Minnesota Timberwolves,Non-rookie,1.3333333333333333,5,Luke Ridnour
314,-5.15709026427958,Golden State Warriors,Non-rookie,3.0,5,Andris Biedrins
315,-5.15709026427958,Golden State Warriors,Non-rookie,4.333333333333333,5,Andrew Bogut
319,-5.15709026427958,Golden State Warriors,Non-rookie,1.8,5,Jarrett Jack
320,-5.15709026427958,Golden State Warriors,Non-rookie,3.388,5,Richard Jefferson
321,-5.15709026427958,Golden State Warriors,Non-rookie,1.3333333333333333,5,Carl Landry
322,-5.15709026427958,Golden State Warriors,Non-rookie,4.248,5,David Lee
323,-5.15709026427958,Golden State Warriors,Non-rookie,1.3333333333333333,5,Brandon Rush
326,-5.458300010098769,New Orleans Pelicans,Non-rookie,2.9,5,Ryan Anderson
327,-5.458300010098769,New Orleans Pelicans,Non-rookie,1.1666666666666667,5,Matt Carroll
329,-5.458300010098769,New Orleans Pelicans,Non-rookie,4.55625,5,Eric Gordon
331,-5.458300010098769,New Orleans Pelicans,Non-rookie,4.566666666666666,5,Rashard Lewis
332,-5.458300010098769,New Orleans Pelicans,Non-rookie,1.6330976666666666,5,Robin Lopez
336,-5.458300010098769,New Orleans Pelicans,Non-rookie,0.8333333333333334,5,Jason Smith
340,-5.99463381574544,Toronto Raptors,Non-rookie,0.29504,5,Alan Anderson
341,-5.99463381574544,Toronto Raptors,Non-rookie,3.3333333333333335,5,Andrea Bargnani
344,-5.99463381574544,Toronto Raptors,Non-rookie,5.486846,5,Rudy Gay
345,-5.99463381574544,Toronto Raptors,Non-rookie,0.8583333333333333,5,Aaron Gray
346,-5.99463381574544,Toronto Raptors,Non-rookie,2.0,5,Amir Johnson
347,-5.99463381574544,Toronto Raptors,Non-rookie,1.5333333333333334,5,Linas Kleiza
348,-5.99463381574544,Toronto Raptors,Non-rookie,1.9166666666666667,5,Kyle Lowry
349,-5.99463381574544,Toronto Raptors,Non-rookie,0.5,5,John Lucas III
350,-5.99463381574544,Toronto Raptors,Non-rookie,0.060339333333333335,5,Dominic McGuire
351,-5.99463381574544,Toronto Raptors,Non-rookie,0.3350323333333333,5,Mickael Pietrus
353,-5.99463381574544,Toronto Raptors,Non-rookie,0.5225,5,Sebastian Telfair
356,-7.31699674007473,Sacramento Kings,Non-rookie,1.0833333333333333,5,Aaron Brooks
361,-7.31699674007473,Sacramento Kings,Non-rookie,1.82875,5,Chuck Hayes
363,-7.31699674007473,Sacramento Kings,Non-rookie,1.0,5,Travis Outlaw
365,-7.31699674007473,Sacramento Kings,Non-rookie,2.6943333333333332,5,John Salmons
367,-7.31699674007473,Sacramento Kings,Non-rookie,1.75,5,Jason Thompson
368,-7.31699674007473,Sacramento Kings,Non-rookie,2.5083333333333333,5,Marcus Thornton
369,-7.47103012246641,Washington Wizards,Non-rookie,2.419653333333333,5,Trevor Ariza
370,-7.47103012246641,Washington Wizards,Non-rookie,0.4097516666666667,5,Leandro Barbosa
371,-7.47103012246641,Washington Wizards,Non-rookie,0.11953333333333334,5,Earl Barron
373,-7.47103012246641,Washington Wizards,Non-rookie,2.372834,5,Andray Blatche
375,-7.47103012246641,Washington Wizards,Non-rookie,0.450727,5,Jason Collins
376,-7.47103012246641,Washington Wizards,Non-rookie,4.333333333333333,5,Nene
377,-7.47103012246641,Washington Wizards,Non-rookie,0.305284,5,Cartier Martin
378,-7.47103012246641,Washington Wizards,Non-rookie,4.496666666666667,5,Emeka Okafor
384,-7.47103012246641,Washington Wizards,Non-rookie,0.5333333333333333,5,Martell Webster
385,-7.52048502994333,Detroit Pistons,Non-rookie,1.0833333333333333,5,Will Bynum
386,-7.52048502994333,Detroit Pistons,Non-rookie,3.682197,5,Jose Calderon
391,-7.52048502994333,Detroit Pistons,Non-rookie,3.6413793333333335,5,Corey Maggette
392,-7.52048502994333,Detroit Pistons,Non-rookie,1.6666666666666667,5,Jason Maxiell
396,-7.52048502994333,Detroit Pistons,Non-rookie,2.8333333333333335,5,Rodney Stuckey
397,-7.52048502994333,Detroit Pistons,Non-rookie,2.6866666666666665,5,Charlie Villanueva
398,-8.71071269912303,Brooklyn Nets,Non-rookie,0.40974166666666667,5,Keith Bogans
400,-8.71071269912303,Brooklyn Nets,Non-rookie,0.5408723333333333,5,Reggie Evans
401,-8.71071269912303,Brooklyn Nets,Non-rookie,4.0,5,Kris Humphries
403,-8.71071269912303,Brooklyn Nets,Non-rookie,6.584215,5,Joe Johnson
404,-8.71071269912303,Brooklyn Nets,Non-rookie,4.55625,5,Brook Lopez
405,-8.71071269912303,Brooklyn Nets,Non-rookie,0.450727,5,Jerry Stackhouse
408,-8.71071269912303,Brooklyn Nets,Non-rookie,3.2274783333333334,5,Gerald Wallace
409,-8.71071269912303,Brooklyn Nets,Non-rookie,5.725931666666667,5,Deron Williams
414,-9.672434986749519,Cleveland Cavaliers,Non-rookie,1.597444,5,Daniel Gibson
421,-9.672434986749519,Cleveland Cavaliers,Non-rookie,1.4,5,Marreese Speights
423,-9.672434986749519,Cleveland Cavaliers,Non-rookie,2.789394,5,Anderson Varejao
425,-9.672434986749519,Cleveland Cavaliers,Non-rookie,2.030454333333333,5,Luke Walton
429,-16.3039457447089,Charlotte Hornets,Non-rookie,2.4574,5,DeSagana Diop
430,-16.3039457447089,Charlotte Hornets,Non-rookie,4.133333333333334,5,Ben Gordon
431,-16.3039457447089,Charlotte Hornets,Non-rookie,1.0337756666666666,5,Gerald Henderson
434,-16.3039457447089,Charlotte Hornets,Non-rookie,1.045,5,Josh McRoberts
436,-16.3039457447089,Charlotte Hornets,Non-rookie,1.6666666666666667,5,Ramon Sessions
437,-16.3039457447089,Charlotte Hornets,Non-rookie,2.6666666666666665,5,Tyrus Thomas
439,-16.3039457447089,Charlotte Hornets,Non-rookie,0.8708333333333333,5,Reggie Williams
