,rating,Team,Type,mu,sd,name
55,0.9002914205478559,Cleveland Cavaliers,Non-rookie,1.65,5,Timofey Mozgov
56,0.9002914205478559,Cleveland Cavaliers,Non-rookie,3.0,5,Iman Shumpert
57,0.9002914205478559,Cleveland Cavaliers,Non-rookie,4.7536233333333335,5,Tristan Thompson
58,0.9002914205478559,Cleveland Cavaliers,Non-rookie,0.7,5,Mo Williams
61,0.0,Atlanta Hawks,Non-rookie,0.9566666666666667,5,Kirk Hinrich
62,0.0,Atlanta Hawks,Non-rookie,4.0,5,Al Horford
63,0.0,Atlanta Hawks,Non-rookie,1.915493,5,Kyle Korver
64,0.0,Atlanta Hawks,Non-rookie,6.333333333333333,5,Paul Millsap
69,0.0,Atlanta Hawks,Non-rookie,1.3333333333333333,5,Thabo Sefolosha
70,0.0,Atlanta Hawks,Non-rookie,2.8333333333333335,5,Tiago Splitter
72,0.0,Atlanta Hawks,Non-rookie,2.6666666666666665,5,Jeff Teague
74,-0.007954033365553871,Portland Trailblazers,Non-rookie,2.5,5,Al-Farouq Aminu
77,-0.007954033365553871,Portland Trailblazers,Non-rookie,2.3333333333333335,5,Ed Davis
80,-0.007954033365553871,Portland Trailblazers,Non-rookie,2.0,5,Gerald Henderson
81,-0.007954033365553871,Portland Trailblazers,Non-rookie,1.6666666666666667,5,Chris Kaman
85,-0.007954033365553871,Portland Trailblazers,Non-rookie,0.9516466666666666,5,Mike Miller
88,-0.007954033365553871,Portland Trailblazers,Non-rookie,3.2128513333333335,5,Anderson Varejao
92,-0.153245222115501,Memphis Grizzlies,Non-rookie,1.7228463333333333,5,Tony Allen
93,-0.153245222115501,Memphis Grizzlies,Non-rookie,1.6666666666666667,5,Chris Andersen
94,-0.153245222115501,Memphis Grizzlies,Non-rookie,1.1808333333333334,5,Matt Barnes
95,-0.153245222115501,Memphis Grizzlies,Non-rookie,1.362697,5,Vince Carter
96,-0.153245222115501,Memphis Grizzlies,Non-rookie,1.4333333333333333,5,Mario Chalmers
97,-0.153245222115501,Memphis Grizzlies,Non-rookie,3.196142,5,Mike Conley
98,-0.153245222115501,Memphis Grizzlies,Non-rookie,0.06381866666666666,5,Jordan Farmar
99,-0.153245222115501,Memphis Grizzlies,Non-rookie,6.566666666666666,5,Marc Gasol
101,-0.153245222115501,Memphis Grizzlies,Non-rookie,0.19768533333333332,5,Ryan Hollins
103,-0.153245222115501,Memphis Grizzlies,Non-rookie,3.212851666666667,5,Zach Randolph
105,-0.153245222115501,Memphis Grizzlies,Non-rookie,3.0,5,Lance Stephenson
106,-0.153245222115501,Memphis Grizzlies,Non-rookie,1.8333333333333333,5,Brandan Wright
109,-0.161675770812095,Houston Rockets,Non-rookie,2.73101,5,Trevor Ariza
110,-0.161675770812095,Houston Rockets,Non-rookie,0.10217566666666666,5,Michael Beasley
112,-0.161675770812095,Houston Rockets,Non-rookie,2.7333333333333334,5,Corey Brewer
115,-0.161675770812095,Houston Rockets,Non-rookie,0.06686666666666667,5,Andrew Goudelock
116,-0.161675770812095,Houston Rockets,Non-rookie,5.252146,5,James Harden
118,-0.161675770812095,Houston Rockets,Non-rookie,0.027861,5,Chuck Hayes
119,-0.161675770812095,Houston Rockets,Non-rookie,7.453121333333334,5,Dwight Howard
121,-0.161675770812095,Houston Rockets,Non-rookie,4.134831666666667,5,Ty Lawson
123,-0.161675770812095,Houston Rockets,Non-rookie,0.499729,5,Jason Terry
124,-0.161675770812095,Houston Rockets,Non-rookie,0.3953333333333333,5,Marcus Thornton
126,-0.847521089036945,Dallas Mavericks,Non-rookie,1.3333333333333333,5,J.J. Barea
127,-0.847521089036945,Dallas Mavericks,Non-rookie,0.3668673333333333,5,Jeremy Evans
128,-0.847521089036945,Dallas Mavericks,Non-rookie,1.316771,5,Raymond Felton
129,-0.847521089036945,Dallas Mavericks,Non-rookie,1.351,5,Devin Harris
130,-0.847521089036945,Dallas Mavericks,Non-rookie,5.466666666666667,5,Wesley Matthews
132,-0.847521089036945,Dallas Mavericks,Non-rookie,2.777778,5,Dirk Nowitzki
133,-0.847521089036945,Dallas Mavericks,Non-rookie,1.7333333333333334,5,Zaza Pachulia
134,-0.847521089036945,Dallas Mavericks,Non-rookie,5.1205,5,Chandler Parsons
136,-0.847521089036945,Dallas Mavericks,Non-rookie,0.499729,5,Charlie Villanueva
138,-1.1225176121548899,Chicago Bulls,Non-rookie,0.6666666666666666,5,Aaron Brooks
139,-1.1225176121548899,Chicago Bulls,Non-rookie,5.086666666666667,5,Jimmy Butler
140,-1.1225176121548899,Chicago Bulls,Non-rookie,1.5,5,Mike Dunleavy
142,-1.1225176121548899,Chicago Bulls,Non-rookie,2.48292,5,Pau Gasol
143,-1.1225176121548899,Chicago Bulls,Non-rookie,2.8333333333333335,5,Taj Gibson
147,-1.1225176121548899,Chicago Bulls,Non-rookie,0.3384736666666667,5,E'Twaun Moore
148,-1.1225176121548899,Chicago Bulls,Non-rookie,4.466666666666667,5,Joakim Noah
150,-1.1225176121548899,Chicago Bulls,Non-rookie,6.697687666666667,5,Derrick Rose
153,-1.5691618237586298,Oklahoma City Thunder,Non-rookie,1.25,5,Nick Collison
154,-1.5691618237586298,Oklahoma City Thunder,Non-rookie,6.719540666666667,5,Kevin Durant
155,-1.5691618237586298,Oklahoma City Thunder,Non-rookie,1.09,5,Randy Foye
157,-1.5691618237586298,Oklahoma City Thunder,Non-rookie,4.116666666666666,5,Serge Ibaka
158,-1.5691618237586298,Oklahoma City Thunder,Non-rookie,5.466666666666667,5,Enes Kanter
160,-1.5691618237586298,Oklahoma City Thunder,Non-rookie,0.11758333333333333,5,Nazr Mohammed
161,-1.5691618237586298,Oklahoma City Thunder,Non-rookie,1.1146666666666667,5,Anthony Morrow
166,-1.5691618237586298,Oklahoma City Thunder,Non-rookie,5.581406,5,Russell Westbrook
167,-2.2829766082461203,Toronto Raptors,Non-rookie,1.0,5,Bismack Biyombo
169,-2.2829766082461203,Toronto Raptors,Non-rookie,4.5,5,DeMarre Carroll
170,-2.2829766082461203,Toronto Raptors,Non-rookie,3.1666666666666665,5,DeMar DeRozan
171,-2.2829766082461203,Toronto Raptors,Non-rookie,0.8333333333333334,5,James Johnson
172,-2.2829766082461203,Toronto Raptors,Non-rookie,2.3333333333333335,5,Cory Joseph
173,-2.2829766082461203,Toronto Raptors,Non-rookie,4.0,5,Kyle Lowry
175,-2.2829766082461203,Toronto Raptors,Non-rookie,2.089558333333333,5,Patrick Patterson
178,-2.2829766082461203,Toronto Raptors,Non-rookie,1.0,5,Luis Scola
181,-2.8468612784556204,New Orleans Pelicans,Non-rookie,1.4333333333333333,5,Alexis Ajinca
182,-2.8468612784556204,New Orleans Pelicans,Non-rookie,2.8333333333333335,5,Ryan Anderson
183,-2.8468612784556204,New Orleans Pelicans,Non-rookie,3.6666666666666665,5,Omer Asik
184,-2.8468612784556204,New Orleans Pelicans,Non-rookie,0.36666666666666664,5,Luke Babbitt
185,-2.8468612784556204,New Orleans Pelicans,Non-rookie,1.012309,5,Norris Cole
186,-2.8468612784556204,New Orleans Pelicans,Non-rookie,1.0,5,Dante Cunningham
189,-2.8468612784556204,New Orleans Pelicans,Non-rookie,0.388286,5,Toney Douglas
190,-2.8468612784556204,New Orleans Pelicans,Non-rookie,3.7423333333333333,5,Tyreke Evans
191,-2.8468612784556204,New Orleans Pelicans,Non-rookie,0.4583333333333333,5,Alonzo Gee
192,-2.8468612784556204,New Orleans Pelicans,Non-rookie,5.171343666666667,5,Eric Gordon
193,-2.8468612784556204,New Orleans Pelicans,Non-rookie,0.039820666666666664,5,Jordan Hamilton
194,-2.8468612784556204,New Orleans Pelicans,Non-rookie,3.531835666666667,5,Jrue Holiday
196,-2.8468612784556204,New Orleans Pelicans,Non-rookie,0.4997333333333333,5,Kendrick Perkins
197,-2.8468612784556204,New Orleans Pelicans,Non-rookie,0.014666666666666666,5,Nate Robinson
199,-3.14618698550637,Washington Wizards,Non-rookie,1.3333333333333333,5,Alan Anderson
201,-3.14618698550637,Washington Wizards,Non-rookie,1.4166666666666667,5,Jared Dudley
203,-3.14618698550637,Washington Wizards,Non-rookie,1.1,5,Drew Gooden
204,-3.14618698550637,Washington Wizards,Non-rookie,3.7391303333333332,5,Marcin Gortat
205,-3.14618698550637,Washington Wizards,Non-rookie,4.333333333333333,5,Nene
206,-3.14618698550637,Washington Wizards,Non-rookie,2.6666666666666665,5,Markieff Morris
207,-3.14618698550637,Washington Wizards,Non-rookie,0.7,5,Gary Neal
209,-3.14618698550637,Washington Wizards,Non-rookie,0.7234883333333333,5,Ramon Sessions
210,-3.14618698550637,Washington Wizards,Non-rookie,0.3668673333333333,5,Garrett Temple
211,-3.14618698550637,Washington Wizards,Non-rookie,5.2839833333333335,5,John Wall
212,-3.32697659971212,Utah Jazz,Non-rookie,1.5916666666666666,5,Trevor Booker
214,-3.32697659971212,Utah Jazz,Non-rookie,3.0711613333333334,5,Alec Burks
215,-3.32697659971212,Utah Jazz,Non-rookie,3.977777666666667,5,Derrick Favors
217,-3.32697659971212,Utah Jazz,Non-rookie,5.136523333333334,5,Gordon Hayward
220,-3.32697659971212,Utah Jazz,Non-rookie,0.327116,5,Chris Johnson
222,-3.32697659971212,Utah Jazz,Non-rookie,0.811111,5,Shelvin Mack
227,-4.25185452688767,Indiana Pacers,Non-rookie,1.2333333333333334,5,Lavoy Allen
228,-4.25185452688767,Indiana Pacers,Non-rookie,1.6666666666666667,5,Chase Budinger
230,-4.25185452688767,Indiana Pacers,Non-rookie,3.433333333333333,5,Monta Ellis
231,-4.25185452688767,Indiana Pacers,Non-rookie,5.706702,5,Paul George
232,-4.25185452688767,Indiana Pacers,Non-rookie,2.6666666666666665,5,George Hill
233,-4.25185452688767,Indiana Pacers,Non-rookie,1.3333333333333333,5,Jordan Hill
235,-4.25185452688767,Indiana Pacers,Non-rookie,1.3333333333333333,5,Ian Mahinmi
237,-4.25185452688767,Indiana Pacers,Non-rookie,2.1666666666666665,5,Rodney Stuckey
241,-4.415885108794571,Phoenix Suns,Non-rookie,0.6666666666666666,5,DeJuan Blair
242,-4.415885108794571,Phoenix Suns,Non-rookie,4.362319,5,Eric Bledsoe
244,-4.415885108794571,Phoenix Suns,Non-rookie,4.333333333333333,5,Tyson Chandler
247,-4.415885108794571,Phoenix Suns,Non-rookie,1.5333333333333334,5,Kris Humphries
250,-4.415885108794571,Phoenix Suns,Non-rookie,4.0,5,Brandon Knight
252,-4.415885108794571,Phoenix Suns,Non-rookie,0.345,5,Jon Leuer
253,-4.415885108794571,Phoenix Suns,Non-rookie,0.499729,5,Ronnie Price
257,-4.6116591923167904,Boston Celtics,Non-rookie,2.576779,5,Avery Bradley
260,-4.6116591923167904,Boston Celtics,Non-rookie,1.6666666666666667,5,Jonas Jerebko
261,-4.6116591923167904,Boston Celtics,Non-rookie,4.0,5,Amir Johnson
262,-4.6116591923167904,Boston Celtics,Non-rookie,5.16456,5,David Lee
268,-4.6116591923167904,Boston Celtics,Non-rookie,2.3042896666666666,5,Isaiah Thomas
269,-4.6116591923167904,Boston Celtics,Non-rookie,1.1418366666666666,5,Evan Turner
273,-4.688941267600169,Milwaukee Bucks,Non-rookie,1.0,5,Jerryd Bayless
278,-4.688941267600169,Milwaukee Bucks,Non-rookie,2.6666666666666665,5,O.J. Mayo
279,-4.688941267600169,Milwaukee Bucks,Non-rookie,5.0,5,Khris Middleton
280,-4.688941267600169,Milwaukee Bucks,Non-rookie,5.466666666666667,5,Greg Monroe
283,-4.688941267600169,Milwaukee Bucks,Non-rookie,2.2,5,Greivis Vasquez
285,-5.443593013075019,Detroit Pistons,Non-rookie,0.8333333333333334,5,Joel Anthony
287,-5.443593013075019,Detroit Pistons,Non-rookie,0.7234883333333333,5,Steve Blake
292,-5.443593013075019,Detroit Pistons,Non-rookie,0.03313933333333333,5,Justin Harper
293,-5.443593013075019,Detroit Pistons,Non-rookie,5.333333333333333,5,Tobias Harris
294,-5.443593013075019,Detroit Pistons,Non-rookie,4.666666666666667,5,Reggie Jackson
296,-5.443593013075019,Detroit Pistons,Non-rookie,2.09,5,Jodie Meeks
297,-5.443593013075019,Detroit Pistons,Non-rookie,1.6666666666666667,5,Marcus Morris
298,-5.443593013075019,Detroit Pistons,Non-rookie,1.8,5,Josh Smith
299,-5.443593013075019,Detroit Pistons,Non-rookie,1.0,5,Anthony Tolliver
302,-6.95908467674342,Miami Heat,Non-rookie,7.397576666666667,5,Chris Bosh
303,-6.95908467674342,Miami Heat,Non-rookie,3.3838706666666667,5,Luol Deng
304,-6.95908467674342,Miami Heat,Non-rookie,4.926666666666667,5,Goran Dragic
305,-6.95908467674342,Miami Heat,Non-rookie,0.452,5,Gerald Green
306,-6.95908467674342,Miami Heat,Non-rookie,0.9516466666666666,5,Udonis Haslem
308,-6.95908467674342,Miami Heat,Non-rookie,1.8479083333333333,5,Josh McRoberts
310,-6.95908467674342,Miami Heat,Non-rookie,0.499729,5,Amar'e Stoudemire
311,-6.95908467674342,Miami Heat,Non-rookie,0.7234883333333333,5,Beno Udrih
312,-6.95908467674342,Miami Heat,Non-rookie,6.666666666666667,5,Dwyane Wade
313,-6.95908467674342,Miami Heat,Non-rookie,0.327116,5,Hassan Whiteside
315,-7.06328427784918,Brooklyn Nets,Non-rookie,0.34643266666666667,5,Andrea Bargnani
317,-7.06328427784918,Brooklyn Nets,Non-rookie,0.5,5,Wayne Ellington
319,-7.06328427784918,Brooklyn Nets,Non-rookie,2.1,5,Jarrett Jack
320,-7.06328427784918,Brooklyn Nets,Non-rookie,8.298287666666667,5,Joe Johnson
324,-7.06328427784918,Brooklyn Nets,Non-rookie,6.666666666666667,5,Brook Lopez
329,-7.06328427784918,Brooklyn Nets,Non-rookie,0.3384736666666667,5,Donald Sloan
330,-7.06328427784918,Brooklyn Nets,Non-rookie,1.8333333333333333,5,Deron Williams
331,-7.06328427784918,Brooklyn Nets,Non-rookie,3.7333333333333334,5,Thaddeus Young
334,-7.094744671525871,Sacramento Kings,Non-rookie,0.3384736666666667,5,James Anderson
335,-7.094744671525871,Sacramento Kings,Non-rookie,2.111111,5,Marco Belinelli
336,-7.094744671525871,Sacramento Kings,Non-rookie,0.499729,5,Caron Butler
337,-7.094744671525871,Sacramento Kings,Non-rookie,1.0,5,Omri Casspi
339,-7.094744671525871,Sacramento Kings,Non-rookie,1.6711863333333334,5,Darren Collison
340,-7.094744671525871,Sacramento Kings,Non-rookie,4.909614666666666,5,DeMarcus Cousins
343,-7.094744671525871,Sacramento Kings,Non-rookie,4.134367,5,Rudy Gay
344,-7.094744671525871,Sacramento Kings,Non-rookie,2.5,5,Kosta Koufos
347,-7.094744671525871,Sacramento Kings,Non-rookie,3.1666666666666665,5,Rajon Rondo
348,-7.10489066209997,Denver Nuggets,Non-rookie,0.938,5,Darrell Arthur
349,-7.10489066209997,Denver Nuggets,Non-rookie,1.0,5,D.J. Augustin
351,-7.10489066209997,Denver Nuggets,Non-rookie,3.7453183333333335,5,Kenneth Faried
352,-7.10489066209997,Denver Nuggets,Non-rookie,4.666666666666667,5,Danilo Gallinari
358,-7.10489066209997,Denver Nuggets,Non-rookie,1.5,5,Jameer Nelson
359,-7.10489066209997,Denver Nuggets,Non-rookie,1.25,5,Steve Novak
363,-7.488149096327361,Charlotte Hornets,Non-rookie,4.0785833333333334,5,Nicolas Batum
366,-7.488149096327361,Charlotte Hornets,Non-rookie,0.39526133333333335,5,Tyler Hansbrough
368,-7.488149096327361,Charlotte Hornets,Non-rookie,1.8479083333333333,5,Spencer Hawes
369,-7.488149096327361,Charlotte Hornets,Non-rookie,4.611111,5,Al Jefferson
373,-7.488149096327361,Charlotte Hornets,Non-rookie,1.8916666666666666,5,Courtney Lee
374,-7.488149096327361,Charlotte Hornets,Non-rookie,0.7,5,Jeremy Lin
375,-7.488149096327361,Charlotte Hornets,Non-rookie,4.0,5,Kemba Walker
376,-7.488149096327361,Charlotte Hornets,Non-rookie,0.02666666666666667,5,Elliot Williams
377,-7.488149096327361,Charlotte Hornets,Non-rookie,2.3333333333333335,5,Marvin Williams
387,-9.923464058428989,Orlando Magic,Non-rookie,2.6333333333333333,5,Ersan Ilyasova
388,-9.923464058428989,Orlando Magic,Non-rookie,2.781499,5,Brandon Jennings
394,-9.923464058428989,Orlando Magic,Non-rookie,1.4333333333333333,5,Jason Smith
395,-9.923464058428989,Orlando Magic,Non-rookie,3.75,5,Nikola Vucevic
396,-9.923464058428989,Orlando Magic,Non-rookie,1.6666666666666667,5,C.J. Watson
397,-10.203822585508302,Los Angeles Lakers,Non-rookie,0.499729,5,Metta World Peace
398,-10.203822585508302,Los Angeles Lakers,Non-rookie,1.0,5,Brandon Bass
400,-10.203822585508302,Los Angeles Lakers,Non-rookie,8.333333333333334,5,Kobe Bryant
402,-10.203822585508302,Los Angeles Lakers,Non-rookie,5.166666666666667,5,Roy Hibbert
409,-10.203822585508302,Los Angeles Lakers,Non-rookie,2.3333333333333335,5,Lou Williams
410,-10.203822585508302,Los Angeles Lakers,Non-rookie,1.739723,5,Nick Young
415,-12.032900474274301,Minnesota Timberwolves,Non-rookie,2.8333333333333335,5,Kevin Garnett
418,-12.032900474274301,Minnesota Timberwolves,Non-rookie,2.361666666666667,5,Kevin Martin
419,-12.032900474274301,Minnesota Timberwolves,Non-rookie,0.499729,5,Andre Miller
421,-12.032900474274301,Minnesota Timberwolves,Non-rookie,4.033333333333333,5,Nikola Pekovic
422,-12.032900474274301,Minnesota Timberwolves,Non-rookie,0.499729,5,Tayshaun Prince
423,-12.032900474274301,Minnesota Timberwolves,Non-rookie,4.121666666666667,5,Ricky Rubio
425,-12.032900474274301,Minnesota Timberwolves,Non-rookie,0.082541,5,Greg Smith
429,-13.0964578477965,Philadelphia 76ers,Non-rookie,0.29689766666666667,5,Elton Brand
434,-13.0964578477965,Philadelphia 76ers,Non-rookie,2.1666666666666665,5,Carl Landry
437,-13.0964578477965,Philadelphia 76ers,Non-rookie,4.0,5,JaVale McGee
441,-13.0964578477965,Philadelphia 76ers,Non-rookie,0.3668673333333333,5,Ish Smith
444,-13.0964578477965,Philadelphia 76ers,Non-rookie,0.9333333333333333,5,Sonny Weems
448,-13.5988448234497,New York Knicks,Non-rookie,2.6666666666666665,5,Arron Afflalo
449,-13.5988448234497,New York Knicks,Non-rookie,0.55,5,Lou Amundson
451,-13.5988448234497,New York Knicks,Non-rookie,7.625,5,Carmelo Anthony
452,-13.5988448234497,New York Knicks,Non-rookie,2.467604,5,Jose Calderon
456,-13.5988448234497,New York Knicks,Non-rookie,4.333333333333333,5,Robin Lopez
459,-13.5988448234497,New York Knicks,Non-rookie,0.9333333333333333,5,Kevin Seraphin
460,-13.5988448234497,New York Knicks,Non-rookie,0.55,5,Lance Thomas
461,-13.5988448234497,New York Knicks,Non-rookie,0.45204866666666665,5,Sasha Vujacic
462,-13.5988448234497,New York Knicks,Non-rookie,1.6333333333333333,5,Derrick Williams
