Name,Contract Value,Year,Team,Type
Jason Caffey,"$4,380,000.00 ",2000,Milwaukee Bucks,Non-rookie
Jason Caffey,"$4,812,500.00 ",2001,Milwaukee Bucks,Non-rookie
Jason Caffey,"$5,250,000.00 ",2002,Milwaukee Bucks,Non-rookie
Jason Caffey,"$5,687,500.00 ",2003,Milwaukee Bucks,Non-rookie
Jason Caffey,"$4,148,148.00 ",2004,Milwaukee Bucks,Non-rookie
Jason Collier,"$1,190,760.00 ",2000,Houston Rockets,Rookie
Jason Collier,"$1,280,040.00 ",2001,Houston Rockets,Rookie
Jason Collier,"$1,500,000.00 ",2004,Atlanta Hawks,Non-rookie
Jason Collier,"$1,650,000.00 ",2005,Atlanta Hawks,Non-rookie
Jason Collins,"$1,067,400.00 ",2001,Brooklyn Nets,Rookie
Jason Collins,"$1,147,440.00 ",2002,Brooklyn Nets,Rookie
Jason Collins,"$1,227,480.00 ",2003,Brooklyn Nets,Rookie
Jason Collins,"$1,887,864.00 ",2004,Brooklyn Nets,Rookie
Jason Collins,"$5,500,000.00 ",2005,Brooklyn Nets,Non-rookie
Jason Collins,"$5,800,000.00 ",2006,Brooklyn Nets,Non-rookie
Jason Collins,"$6,100,000.00 ",2007,Memphis Grizzlies,Non-rookie
Jason Collins,"$6,200,000.00 ",2008,Minnesota Timberwolves,Non-rookie
Jason Collins,"$1,181,803.00 ",2009,Atlanta Hawks,Non-rookie
Jason Hart,"$316,969.00 ",2000,Milwaukee Bucks,Rookie
Jason Hart,"$465,850.00 ",2001,Milwaukee Bucks,Rookie
Jason Hart,"$638,679.00 ",2003,San Antonio Spurs,Rookie
Jason Hart,"$1,540,000.00 ",2005,Sacramento Kings,Non-rookie
Jason Hart,"$1,680,000.00 ",2006,Sacramento Kings,Non-rookie
Jason Hart,"$2,300,000.00 ",2007,Utah Jazz,Non-rookie
Jason Hart,"$2,484,000.00 ",2008,Los Angeles Clippers,Non-rookie
Jason Hart,"$451,866.00 ",2009,Phoenix Suns,Non-rookie
Jason Kapono,"$366,931.00 ",2003,Cleveland Caveliers,Rookie
Jason Kapono,"$1,100,000.00 ",2005,Miami Heat,Rookie
Jason Kapono,"$5,356,000.00 ",2007,Toronto Raptors ,Non-rookie
Jason Kapono,"$5,784,480.00 ",2008,Toronto Raptors ,Non-rookie
Jason Kapono,"$6,212,960.00 ",2009,Philadelphia 76ers,Non-rookie
Jason Kidd,"$2,770,800.00 ",1994,Dallas Mavericks,Rookie
Jason Kidd,"$3,588,000.00 ",1995,Dallas Mavericks,Rookie
Jason Kidd,"$4,408,000.00 ",1996,Phoenix Suns,Rookie
Jason Kidd,"$5,223,333.00 ",1997,Phoenix Suns,Rookie
Jason Kidd,"$6,041,000.00 ",1998,Phoenix Suns,Non-rookie
Jason Kidd,"$7,680,000.00 ",2000,Phoenix Suns,Non-rookie
Jason Kidd,"$8,447,500.00 ",2001,Brooklyn Nets,Non-rookie
Jason Kidd,"$9,265,000.00 ",2002,Brooklyn Nets,Non-rookie
Jason Kidd,"$13,152,000.00 ",2003,Brooklyn Nets,Non-rookie
Jason Kidd,"$14,796,000.00 ",2004,Brooklyn Nets,Non-rookie
Jason Kidd,"$16,440,000.00 ",2005,Brooklyn Nets,Non-rookie
Jason Kidd,"$18,084,000.00 ",2006,Brooklyn Nets,Non-rookie
Jason Kidd,"$19,728,000.00 ",2007,Dallas Mavericks,Non-rookie
Jason Kidd,"$21,372,000.00 ",2008,Dallas Mavericks,Non-rookie
Jason Kidd,"$8,000,000.00 ",2009,Dallas Mavericks,Non-rookie
Jason Lawson,"$242,250.00 ",1997,Orlando Magic,Rookie
Jason Lawson,"$25,000.00 ",1999,Washington Wizards,Rookie
Jason Maxiell,"$905,640.00 ",2005,Detroit Pistons,Rookie
Jason Maxiell,"$973,440.00 ",2006,Detroit Pistons,Rookie
Jason Maxiell,"$1,041,360.00 ",2007,Detroit Pistons,Rookie
Jason Maxiell,"$1,877,572.00 ",2008,Detroit Pistons,Rookie
Jason Maxiell,"$5,000,000.00 ",2009,Detroit Pistons,Non-rookie
Jason Richardson,"$2,425,440.00 ",2001,Golden State Warriors,Rookie
Jason Richardson,"$2,607,360.00 ",2002,Golden State Warriors,Rookie
Jason Richardson,"$2,789,280.00 ",2003,Golden State Warriors,Rookie
Jason Richardson,"$3,534,018.00 ",2004,Golden State Warriors,Rookie
Jason Richardson,"$8,888,888.00 ",2005,Golden State Warriors,Non-rookie
Jason Richardson,"$9,999,999.00 ",2006,Golden State Warriors,Non-rookie
Jason Richardson,"$12,222,221.00 ",2008,Phoenix Suns,Non-rookie
Jason Richardson,"$13,333,333.00 ",2009,Phoenix Suns,Non-rookie
Jason Sasser,"$2,706.00 ",1999,Dallas Mavericks,Rookie
Jason Smith,"$1,326,360.00 ",2008,Philadelphia 76ers,Rookie
Jason Smith,"$1,418,880.00 ",2009,Philadelphia 76ers,Rookie
Jason Terry,"$1,468,920.00 ",1999,Atlanta Hawks,Rookie
Jason Terry,"$1,579,080.00 ",2000,Atlanta Hawks,Rookie
Jason Terry,"$1,689,360.00 ",2001,Atlanta Hawks,Rookie
Jason Terry,"$2,153,934.00 ",2002,Atlanta Hawks,Rookie
Jason Terry,"$8,333,333.00 ",2003,Atlanta Hawks,Non-rookie
Jason Terry,"$7,500,000.00 ",2004,Dallas Mavericks,Non-rookie
Jason Terry,"$6,666,667.00 ",2005,Dallas Mavericks,Non-rookie
Jason Terry,"$8,898,000.00 ",2007,Dallas Mavericks,Non-rookie
Jason Terry,"$9,196,000.00 ",2008,Dallas Mavericks,Non-rookie
Jason Terry,"$9,862,500.00 ",2009,Dallas Mavericks,Non-rookie
Jason Thompson,"$1,893,840.00 ",2008,Sacramento Kings,Rookie
Jason Thompson,"$2,035,920.00 ",2009,Sacramento Kings,Rookie
Jason Williams,"$1,460,000.00 ",1998,Sacramento Kings,Rookie
Jason Williams,"$1,879,920.00 ",1999,Sacramento Kings,Rookie
Jason Williams,"$2,011,080.00 ",2000,Sacramento Kings,Rookie
Jason Williams,"$2,554,072.00 ",2001,Memphis Grizzlies,Rookie
Jason Williams,"$5,500,000.00 ",2002,Memphis Grizzlies,Non-rookie
Jason Williams,"$6,187,500.00 ",2003,Memphis Grizzlies,Non-rookie
Jason Williams,"$6,875,000.00 ",2004,Memphis Grizzlies,Non-rookie
Jason Williams,"$7,562,500.00 ",2005,Miami Heat,Non-rookie
Jason Williams,"$8,937,500.00 ",2007,Miami Heat,Non-rookie
Jason Williams,"$1,262,275.00 ",2008,Los Angeles Clippers,Non-rookie
Jason Williams,"$1,306,455.00 ",2009,Orlando Magic,Non-rookie
JaVale McGee,"$1,392,240.00 ",2008,Washington Wizards,Rookie
JaVale McGee,"$1,496,640.00 ",2009,Washington Wizards,Rookie
Javaris Crittenton,"$1,285,200.00 ",2007,Memphis Grizzlies,Rookie
Javaris Crittenton,"$1,381,560.00 ",2008,Washington Wizards,Rookie
Javaris Crittenton,"$1,477,920.00 ",2009,Washington Wizards,Rookie
Jawad Williams,"$244,463.00 ",2008,Cleveland Caveliers,Rookie
Jawad Williams,"$736,420.00 ",2009,Cleveland Caveliers,Rookie
Jawann Oldham,"$175,000.00 ",1991,Sacramento Kings,Rookie
Jay Guidinger,"$140,000.00 ",1992,Cleveland Caveliers,Rookie
Jay Guidinger,"$250,000.00 ",1993,Cleveland Caveliers,Rookie
Jay Humphries,"$650,000.00 ",1990,Milwaukee Bucks,Rookie
Jay Humphries,"$760,000.00 ",1991,Milwaukee Bucks,Rookie
Jay Humphries,"$1,800,000.00 ",1992,Utah Jazz,Rookie
Jay Humphries,"$1,800,000.00 ",1993,Utah Jazz,Rookie
Jay Humphries,"$1,900,000.00 ",1994,Utah Jazz,Non-rookie
Jay Williams,"$3,451,920.00 ",2002,Chicago Bulls,Rookie
Jay Williams,"$3,710,880.00 ",2003,Chicago Bulls,Rookie
Jayson Williams,"$500,000.00 ",1990,Philadelphia 76ers,Rookie
Jayson Williams,"$650,000.00 ",1991,Philadelphia 76ers,Rookie
Jayson Williams,"$800,000.00 ",1992,Brooklyn Nets,Rookie
Jayson Williams,"$950,000.00 ",1993,Brooklyn Nets,Rookie
Jayson Williams,"$2,000,000.00 ",1995,Brooklyn Nets,Non-rookie
Jayson Williams,"$2,250,000.00 ",1996,Brooklyn Nets,Non-rookie
Jayson Williams,"$2,500,000.00 ",1997,Brooklyn Nets,Non-rookie
Jayson Williams,"$11,000,000.00 ",1998,Brooklyn Nets,Non-rookie
Jayson Williams,"$12,375,000.00 ",1999,Brooklyn Nets,Non-rookie
Jayson Williams,"$13,800,000.00 ",2000,Brooklyn Nets,Non-rookie
Jayson Williams,"$15,125,000.00 ",2001,Brooklyn Nets,Non-rookie
Jeff Foster,"$922,080.00 ",2000,Indiana Pacers,Rookie
Jeff Foster,"$986,400.00 ",2001,Indiana Pacers,Rookie
Jeff Foster,"$1,571,335.00 ",2002,Indiana Pacers,Rookie
Jeff Foster,"$4,000,000.00 ",2003,Indiana Pacers,Rookie
Jeff Foster,"$4,500,000.00 ",2004,Indiana Pacers,Non-rookie
Jeff Foster,"$5,000,000.00 ",2005,Indiana Pacers,Non-rookie
Jeff Foster,"$5,500,000.00 ",2007,Indiana Pacers,Non-rookie
Jeff Foster,"$5,500,000.00 ",2008,Indiana Pacers,Non-rookie
Jeff Foster,"$6,077,500.00 ",2009,Indiana Pacers,Non-rookie
Jeff Grayer,"$605,000.00 ",1990,Milwaukee Bucks,Rookie
Jeff Grayer,"$950,000.00 ",1991,Milwaukee Bucks,Rookie
Jeff Grayer,"$550,000.00 ",1992,Golden State Warriors,Rookie
Jeff Grayer,"$715,000.00 ",1993,Golden State Warriors,Rookie
Jeff Green,"$3,058,200.00 ",2007,Oklahoma City Thunder,Rookie
Jeff Green,"$3,287,640.00 ",2008,Oklahoma City Thunder,Rookie
Jeff Green,"$3,516,960.00 ",2009,Oklahoma City Thunder,Rookie
Jeff Hornacek,"$1,100,000.00 ",1990,Phoenix Suns,Rookie
Jeff Hornacek,"$1,428,000.00 ",1991,Phoenix Suns,Rookie
Jeff Hornacek,"$1,646,000.00 ",1992,Philadelphia 76ers,Rookie
Jeff Hornacek,"$1,946,000.00 ",1993,Philadelphia 76ers,Rookie
Jeff Hornacek,"$2,121,400.00 ",1994,Utah Jazz,Non-rookie
Jeff Hornacek,"$2,121,000.00 ",1995,Utah Jazz,Non-rookie
Jeff Hornacek,"$2,396,000.00 ",1996,Utah Jazz,Non-rookie
Jeff Hornacek,"$4,195,000.00 ",1997,Utah Jazz,Non-rookie
Jeff Hornacek,"$3,455,000.00 ",1998,Utah Jazz,Non-rookie
Jeff Malone,"$915,000.00 ",1990,Utah Jazz,Rookie
Jeff Malone,"$1,580,000.00 ",1991,Utah Jazz,Rookie
Jeff Malone,"$1,980,000.00 ",1992,Utah Jazz,Rookie
Jeff Malone,"$2,380,000.00 ",1993,Utah Jazz,Rookie
Jeff Malone,"$1,930,000.00 ",1994,Philadelphia 76ers,Non-rookie
Jeff Malone,"$2,380,000.00 ",1995,Philadelphia 76ers,Non-rookie
Jeff Martin,"$210,000.00 ",1990,Los Angeles Clippers,Rookie
Jeff McInnis,"$350,000.00 ",1998,Washington Wizards,Rookie
Jeff McInnis,"$523,500.00 ",2000,Los Angeles Clippers,Rookie
Jeff McInnis,"$590,850.00 ",2001,Los Angeles Clippers,Rookie
Jeff McInnis,"$3,000,000.00 ",2002,Portland Trail Blazers,Non-rookie
Jeff McInnis,"$3,300,000.00 ",2003,Portland Trail Blazers,Non-rookie
Jeff McInnis,"$3,600,000.00 ",2004,Cleveland Caveliers,Non-rookie
Jeff McInnis,"$3,400,000.00 ",2005,Brooklyn Nets,Non-rookie
Jeff Nordgaard,"$242,000.00 ",1997,Milwaukee Bucks,Rookie
Jeff Pendergraph,"$457,588.00 ",2009,Portland Trail Blazers,Rookie
Jeff Pendergraph,"$1,500,000.00 ",2011,Indiana Pacers,Rookie
Jeff Pendergraph,"$1,500,000.00 ",2012,Indiana Pacers,Rookie
Jeff Sanders,"$385,000.00 ",1991,Miami Heat,Rookie
Jeff Sanders,"$250,000.00 ",1992,Atlanta Hawks,Rookie
Jeff Sanders,"$475,000.00 ",1998,Chicago Bulls,Non-rookie
Jeff Teague,"$1,373,880.00 ",2009,Atlanta Hawks,Rookie
Jeff Trepagnier,"$332,817.00 ",2001,Cleveland Caveliers,Rookie
Jeff Trepagnier,"$638,679.00 ",2003,Denver Nuggets,Rookie
Jeff Turner,"$410,000.00 ",1990,Orlando Magic,Rookie
Jeff Turner,"$550,000.00 ",1991,Orlando Magic,Rookie
Jeff Turner,"$700,000.00 ",1992,Orlando Magic,Rookie
Jeff Turner,"$1,300,000.00 ",1995,Orlando Magic,Non-rookie
Jeffrey Sheppard,"$287,500.00 ",1998,Atlanta Hawks,Rookie
Jeffrey Sheppard,"$385,000.00 ",1999,Atlanta Hawks,Rookie
Jelani McCoy,"$287,500.00 ",1998,Oklahoma City Thunder,Rookie
Jelani McCoy,"$1,000,000.00 ",1999,Oklahoma City Thunder,Rookie
Jelani McCoy,"$1,110,000.00 ",2000,Oklahoma City Thunder,Rookie
Jelani McCoy,"$565,850.00 ",2001,Los Angeles Lakers,Rookie
Jelani McCoy,"$637,435.00 ",2002,Toronto Raptors ,Non-rookie
Jelani McCoy,"$36,643.00 ",2003,Cleveland Caveliers,Non-rookie
Jelani McCoy,"$167,418.00 ",2004,Atlanta Hawks,Non-rookie
Jelani McCoy,"$151,089.00 ",2007,Denver Nuggets,Non-rookie
Jerald Honeycutt,"$300,000.00 ",1997,Milwaukee Bucks,Rookie
Jerald Honeycutt,"$300,000.00 ",1998,Philadelphia 76ers,Rookie
Jerald Honeycutt,"$460,000.00 ",1999,Philadelphia 76ers,Rookie
Jeremy Richardson,"$120,796.00 ",2006,Portland Trail Blazers,Rookie
Jeremy Richardson,"$511,295.00 ",2007,Memphis Grizzlies,Rookie
Jeremy Richardson,"$769,431.00 ",2008,Orlando Magic,Rookie
Jermaine Jackson,"$302,875.00 ",1999,Detroit Pistons,Rookie
Jermaine Jackson,"$171,932.00 ",2002,Toronto Raptors ,Rookie
Jermaine Jackson,"$771,123.00 ",2005,Chicago Bulls,Non-rookie
Jermaine O\'Neal,"$827,000.00 ",1996,Portland Trail Blazers,Rookie
Jermaine O\'Neal,"$950,640.00 ",1997,Portland Trail Blazers,Rookie
Jermaine O\'Neal,"$5,710,000.00 ",2000,Indiana Pacers,Non-rookie
Jermaine O\'Neal,"$6,325,000.00 ",2001,Indiana Pacers,Non-rookie
Jermaine O\'Neal,"$6,900,000.00 ",2002,Indiana Pacers,Non-rookie
Jermaine O\'Neal,"$13,152,000.00 ",2003,Indiana Pacers,Non-rookie
Jermaine O\'Neal,"$14,796,000.00 ",2004,Indiana Pacers,Non-rookie
Jermaine O\'Neal,"$16,440,000.00 ",2005,Indiana Pacers,Non-rookie
Jermaine O\'Neal,"$19,728,000.00 ",2007,Indiana Pacers,Non-rookie
Jermaine O\'Neal,"$23,016,000.00 ",2009,Miami Heat,Non-rookie
Jermaine O\'Neal,"$5,765,000.00 ",2010,Boston Celtics,Non-rookie
Jermaine O\'Neal,"$6,226,200.00 ",2011,Boston Celtics,Non-rookie
Jermaine O\'Neal,"$1,352,181.00 ",2012,Phoenix Suns,Non-rookie
Jermaine O\'Neal,"$2,000,000.00 ",2013,Golden State Warriors,Non-rookie
Jermaine Taylor,"$725,000.00 ",2009,Houston Rockets,Rookie
Jerome Allen,"$200,000.00 ",1995,Minnesota Timberwolves,Rookie
Jerome Allen,"$247,500.00 ",1996,Indiana Pacers,Rookie
Jerome Allen,"$35,000.00 ",1997,Cleveland Caveliers,Rookie
Jerome Allen,"$510,000.00 ",1999,Milwaukee Bucks,Non-rookie
Jerome Beasley,"$366,931.00 ",2003,Miami Heat,Rookie
Jerome Beasley,"$620,046.00 ",2004,Miami Heat,Rookie
Jerome James,"$287,500.00 ",1998,Sacramento Kings,Rookie
Jerome James,"$465,850.00 ",2001,Oklahoma City Thunder,Rookie
Jerome James,"$4,546,000.00 ",2002,Oklahoma City Thunder,Non-rookie
Jerome James,"$5,000,600.00 ",2003,Oklahoma City Thunder,Non-rookie
Jerome James,"$5,455,200.00 ",2004,Oklahoma City Thunder,Non-rookie
Jerome James,"$5,000,000.00 ",2005,New York Knicks,Non-rookie
Jerome James,"$5,800,000.00 ",2007,New York Knicks,Non-rookie
Jerome James,"$6,200,000.00 ",2008,Chicago Bulls,Non-rookie
Jerome James,"$6,600,000.00 ",2009,Chicago Bulls,Non-rookie
Jerome Kersey,"$550,000.00 ",1990,Portland Trail Blazers,Rookie
Jerome Kersey,"$561,000.00 ",1991,Portland Trail Blazers,Rookie
Jerome Kersey,"$2,655,000.00 ",1992,Portland Trail Blazers,Rookie
Jerome Kersey,"$2,940,000.00 ",1993,Portland Trail Blazers,Rookie
Jerome Kersey,"$3,608,000.00 ",1994,Portland Trail Blazers,Non-rookie
Jerome Kersey,"$255,000.00 ",1995,Golden State Warriors,Non-rookie
Jerome Kersey,"$247,500.00 ",1996,Los Angeles Lakers,Non-rookie
Jerome Kersey,"$500,000.00 ",1997,Oklahoma City Thunder,Non-rookie
Jerome Kersey,"$1,000,000.00 ",1999,San Antonio Spurs,Non-rookie
Jerome Kersey,"$1,000,000.00 ",2000,Milwaukee Bucks,Non-rookie
Jerome Lane,"$500,000.00 ",1990,Denver Nuggets,Rookie
Jerome Lane,"$640,000.00 ",1991,Denver Nuggets,Rookie
Jerome Lane,"$225,000.00 ",1992,Cleveland Caveliers,Rookie
Jerome Moiso,"$1,461,960.00 ",2000,Boston Celtics,Rookie
Jerome Moiso,"$1,571,640.00 ",2001,Charlotte Hornets,Rookie
Jerome Moiso,"$1,681,200.00 ",2002,New Orleans Pelicans,Rookie
Jerome Moiso,"$1,600,000.00 ",2003,Toronto Raptors ,Rookie
Jerome Moiso,"$1,760,000.00 ",2004,Toronto Raptors ,Non-rookie
Jerome Williams,"$568,000.00 ",1996,Detroit Pistons,Rookie
Jerome Williams,"$652,800.00 ",1997,Detroit Pistons,Rookie
Jerome Williams,"$737,880.00 ",1998,Detroit Pistons,Rookie
Jerome Williams,"$2,550,000.00 ",1999,Detroit Pistons,Rookie
Jerome Williams,"$2,870,000.00 ",2000,Detroit Pistons,Non-rookie
Jerome Williams,"$5,000,000.00 ",2001,Toronto Raptors ,Non-rookie
Jerome Williams,"$5,250,000.00 ",2002,Toronto Raptors ,Non-rookie
Jerome Williams,"$5,987,500.00 ",2003,Chicago Bulls,Non-rookie
Jerome Williams,"$6,187,500.00 ",2004,New York Knicks,Non-rookie
Jerome Williams,"$6,620,063.00 ",2005,New York Knicks,Non-rookie
Jerome Williams,"$7,639,400.00 ",2007,New York Knicks,Non-rookie
Jerrod Mustaf,"$565,000.00 ",1990,New York Knicks,Rookie
Jerrod Mustaf,"$735,000.00 ",1991,Phoenix Suns,Rookie
Jerrod Mustaf,"$904,000.00 ",1992,Phoenix Suns,Rookie
Jerrod Mustaf,"$1,073,000.00 ",1993,Phoenix Suns,Rookie
Jerry Reynolds,"$450,000.00 ",1990,Orlando Magic,Rookie
Jerry Reynolds,"$1,300,000.00 ",1991,Orlando Magic,Rookie
Jerry Reynolds,"$910,000.00 ",1992,Orlando Magic,Rookie
Jerry Reynolds,"$1,288,000.00 ",1993,Orlando Magic,Rookie
Jerry Stackhouse,"$1,987,000.00 ",1995,Philadelphia 76ers,Rookie
Jerry Stackhouse,"$2,286,000.00 ",1996,Philadelphia 76ers,Rookie
Jerry Stackhouse,"$2,583,360.00 ",1997,Philadelphia 76ers,Rookie
Jerry Stackhouse,"$3,887,000.00 ",1998,Detroit Pistons,Rookie
Jerry Stackhouse,"$4,781,250.00 ",1999,Detroit Pistons,Non-rookie
Jerry Stackhouse,"$5,310,000.00 ",2000,Detroit Pistons,Non-rookie
Jerry Stackhouse,"$5,843,750.00 ",2001,Detroit Pistons,Non-rookie
Jerry Stackhouse,"$6,375,000.00 ",2002,Washington Wizards,Non-rookie
Jerry Stackhouse,"$6,906,250.00 ",2003,Washington Wizards,Non-rookie
Jerry Stackhouse,"$7,437,500.00 ",2004,Dallas Mavericks,Non-rookie
Jerry Stackhouse,"$8,367,187.00 ",2005,Dallas Mavericks,Non-rookie
Jerry Stackhouse,"$6,750,000.00 ",2007,Dallas Mavericks,Non-rookie
Jerry Stackhouse,"$7,000,000.00 ",2008,Dallas Mavericks,Non-rookie
Jerry Stackhouse,"$2,000,000.00 ",2009,Memphis Grizzlies,Non-rookie
Jerryd Bayless,"$1,993,560.00 ",2008,Portland Trail Blazers,Rookie
Jerryd Bayless,"$2,143,080.00 ",2009,Portland Trail Blazers,Rookie
Jeryl Sasser,"$901,800.00 ",2001,Orlando Magic,Rookie
Jeryl Sasser,"$969,480.00 ",2002,Orlando Magic,Rookie
Jeryl Sasser,"$1,125,729.00 ",2003,Orlando Magic,Rookie
Jim Grandholm,"$115,000.00 ",1990,Dallas Mavericks,Rookie
Jim Jackson,"$2,000,000.00 ",1993,Dallas Mavericks,Rookie
Jim Jackson,"$2,700,000.00 ",1994,Dallas Mavericks,Rookie
Jim Jackson,"$3,200,000.00 ",1995,Dallas Mavericks,Rookie
Jim Jackson,"$3,900,000.00 ",1996,Dallas Mavericks,Rookie
Jim Jackson,"$4,600,000.00 ",1997,Philadelphia 76ers,Non-rookie
Jim Jackson,"$1,925,000.00 ",1999,Atlanta Hawks,Non-rookie
Jim Jackson,"$2,330,000.00 ",2000,Atlanta Hawks,Non-rookie
Jim Jackson,"$789,170.00 ",2001,Miami Heat,Non-rookie
Jim Jackson,"$791,341.00 ",2002,Sacramento Kings,Non-rookie
Jim Jackson,"$2,200,000.00 ",2003,Houston Rockets,Non-rookie
Jim Jackson,"$2,420,000.00 ",2004,Houston Rockets,Non-rookie
Jim Les,"$30,000.00 ",1990,Sacramento Kings,Rookie
Jim Les,"$323,000.00 ",1991,Sacramento Kings,Rookie
Jim Les,"$413,000.00 ",1992,Sacramento Kings,Rookie
Jim Les,"$363,000.00 ",1993,Sacramento Kings,Rookie
Jim Les,"$250,000.00 ",1994,Atlanta Hawks,Non-rookie
Jim McIlvaine,"$200,000.00 ",1994,Washington Wizards,Rookie
Jim McIlvaine,"$525,000.00 ",1995,Washington Wizards,Rookie
Jim McIlvaine,"$3,000,000.00 ",1996,Oklahoma City Thunder,Rookie
Jim McIlvaine,"$3,600,000.00 ",1997,Oklahoma City Thunder,Rookie
Jim McIlvaine,"$4,200,000.00 ",1998,Brooklyn Nets,Non-rookie
Jim McIlvaine,"$4,800,000.00 ",1999,Brooklyn Nets,Non-rookie
Jim McIlvaine,"$5,400,000.00 ",2000,Brooklyn Nets,Non-rookie
Jim McIlvaine,"$6,000,000.00 ",2001,Brooklyn Nets,Non-rookie
Jim McIlvaine,"$4,400,000.00 ",2002,Brooklyn Nets,Non-rookie
Jim Paxson,"$225,000.00 ",1991,Boston Celtics,Rookie
Jim Petersen,"$1,235,000.00 ",1990,Golden State Warriors,Rookie
Jim Petersen,"$936,000.00 ",1991,Golden State Warriors,Rookie
Jim Petersen,"$1,221,000.00 ",1992,Golden State Warriors,Rookie
Jim Petersen,"$1,521,000.00 ",1993,Golden State Warriors,Rookie
Jimmy King,"$300,000.00 ",1995,Toronto Raptors ,Rookie
Jimmy King,"$330,000.00 ",1996,Dallas Mavericks,Rookie
Jimmy Oliver,"$200,000.00 ",1991,Cleveland Caveliers,Rookie
Jimmy Oliver,"$272,250.00 ",1997,Washington Wizards,Non-rookie
Jiri Welsch,"$1,234,080.00 ",2002,Golden State Warriors,Rookie
Jiri Welsch,"$1,326,600.00 ",2003,Boston Celtics,Rookie
Jiri Welsch,"$1,419,240.00 ",2004,Boston Celtics,Rookie
Jiri Welsch,"$2,177,114.00 ",2005,Milwaukee Bucks,Rookie
Joakim Noah,"$2,135,400.00 ",2007,Chicago Bulls,Rookie
Joakim Noah,"$2,295,480.00 ",2008,Chicago Bulls,Rookie
Joakim Noah,"$2,455,680.00 ",2009,Chicago Bulls,Rookie
Jodie Meeks,"$650,000.00 ",2009,Philadelphia 76ers,Rookie
Joe Alexander,"$2,403,120.00 ",2008,Milwaukee Bucks,Rookie
Joe Alexander,"$2,583,360.00 ",2009,Chicago Bulls,Rookie
Joe Barry Carroll,"$350,000.00 ",1990,Phoenix Suns,Rookie
Joe Barry Carroll,"$925,000.00 ",1991,Phoenix Suns,Rookie
Joe Courtney,"$150,000.00 ",1993,Phoenix Suns,Rookie
Joe Courtney,"$13,158.00 ",1994,Charlotte Hornets,Rookie
Joe Courtney,"$225,000.00 ",1995,Cleveland Caveliers,Rookie
Joe Crispin,"$48,705.00 ",2001,Los Angeles Lakers,Rookie
Joe Dumars,"$1,035,000.00 ",1990,Detroit Pistons,Rookie
Joe Dumars,"$1,339,000.00 ",1992,Detroit Pistons,Rookie
Joe Dumars,"$1,280,000.00 ",1993,Detroit Pistons,Rookie
Joe Dumars,"$1,096,700.00 ",1994,Detroit Pistons,Non-rookie
Joe Dumars,"$3,075,000.00 ",1996,Detroit Pistons,Non-rookie
Joe Dumars,"$3,000,000.00 ",1997,Detroit Pistons,Non-rookie
Joe Dumars,"$1,000,000.00 ",1998,Detroit Pistons,Non-rookie
Joe Dumars,"$510,000.00 ",1999,Detroit Pistons,Non-rookie
Joe Johnson,"$1,608,840.00 ",2001,Boston Celtics,Rookie
Joe Johnson,"$1,729,560.00 ",2002,Phoenix Suns,Rookie
Joe Johnson,"$1,850,160.00 ",2003,Phoenix Suns,Rookie
Joe Johnson,"$2,358,954.00 ",2004,Phoenix Suns,Rookie
Joe Johnson,"$12,000,000.00 ",2005,Atlanta Hawks,Non-rookie
Joe Johnson,"$12,744,189.00 ",2006,Atlanta Hawks,Non-rookie
Joe Johnson,"$13,488,377.00 ",2007,Atlanta Hawks,Non-rookie
Joe Johnson,"$14,232,567.00 ",2008,Atlanta Hawks,Non-rookie
Joe Johnson,"$14,976,754.00 ",2009,Atlanta Hawks,Non-rookie
Joe Kleine,"$850,000.00 ",1990,Boston Celtics,Rookie
Joe Kleine,"$950,000.00 ",1991,Boston Celtics,Rookie
Joe Kleine,"$1,150,000.00 ",1992,Boston Celtics,Rookie
Joe Kleine,"$650,000.00 ",1993,Phoenix Suns,Rookie
Joe Kleine,"$845,000.00 ",1994,Phoenix Suns,Non-rookie
Joe Kleine,"$1,040,000.00 ",1995,Phoenix Suns,Non-rookie
Joe Kleine,"$1,235,000.00 ",1996,Phoenix Suns,Non-rookie
Joe Kleine,"$272,250.00 ",1997,Chicago Bulls,Non-rookie
Joe Kleine,"$1,000,000.00 ",1998,Phoenix Suns,Non-rookie
Joe Kleine,"$1,200,000.00 ",2000,Indiana Pacers,Non-rookie
Joe Smith,"$2,473,000.00 ",1995,Golden State Warriors,Rookie
Joe Smith,"$2,794,000.00 ",1996,Golden State Warriors,Rookie
Joe Smith,"$3,165,160.00 ",1997,Golden State Warriors,Rookie
Joe Smith,"$1,750,000.00 ",1998,Minnesota Timberwolves,Rookie
Joe Smith,"$2,100,000.00 ",1999,Minnesota Timberwolves,Non-rookie
Joe Smith,"$2,250,000.00 ",2000,Detroit Pistons,Non-rookie
Joe Smith,"$4,538,000.00 ",2001,Minnesota Timberwolves,Non-rookie
Joe Smith,"$4,991,800.00 ",2002,Minnesota Timberwolves,Non-rookie
Joe Smith,"$5,445,600.00 ",2003,Milwaukee Bucks,Non-rookie
Joe Smith,"$5,899,400.00 ",2004,Milwaukee Bucks,Non-rookie
Joe Smith,"$6,353,200.00 ",2005,Milwaukee Bucks,Non-rookie
Joe Smith,"$6,807,000.00 ",2006,Philadelphia 76ers,Non-rookie
Joe Smith,"$5,200,000.00 ",2007,Cleveland Caveliers,Non-rookie
