Name,Contract Value,Year,Team,Type
Shabazz Napier,1294440,2015,Orlando Magic,Rookie
Shabazz Napier,1350120,2016,Portland Trailblazers,Rookie
Shabazz Napier,2361360,2017,Portland Trailblazers,Rookie
Steve Nash,"$10,310,938.00 ",2010,Phoenix Suns,Non-rookie
Steve Nash,11689062,2011,Phoenix Suns,Non-rookie
Steve Nash,8900000,2012,Los Angeles Lakers,Non-rookie
Steve Nash,9300500,2013,Los Angeles Lakers,Non-rookie
Steve Nash,9701000,2014,Los Angeles Lakers,Non-rookie
Hamady N'Diaye,"$473,604.00 ",2010,Washington Wizards,Rookie
Hamady N'Diaye,270427,2011,Washington Wizards,Rookie
Maurice Ndour,525094,2015,Dallas Mavericks,Rookie
Maurice Ndour,543471,2016,New York Knicks,Rookie
Gary Neal,"$525,000.00 ",2010,San Antonio Spurs,Rookie
Gary Neal,762195,2011,San Antonio Spurs,Rookie
Gary Neal,854389,2012,San Antonio Spurs,Rookie
Gary Neal,3250000,2013,Milwaukee Bucks,Rookie
Gary Neal,3250000,2014,Minnesota Timberwolves,Non-rookie
Gary Neal,2100000,2015,Washington Wizards,Non-rookie
Gary Neal,72193,2016,Atlanta Hawks,Non-rookie
Nemanja Nedovic,1056720,2013,Golden State Warriors,Rookie
Nemanja Nedovic,1104240,2014,Golden State Warriors,Rookie
Jameer Nelson,"$7,800,000.00 ",2010,Orlando Magic,Non-rookie
Jameer Nelson,7800000,2011,Orlando Magic,Non-rookie
Jameer Nelson,8600000,2012,Orlando Magic,Non-rookie
Jameer Nelson,8600000,2013,Orlando Magic,Non-rookie
Jameer Nelson,2732000,2014,Denver Nuggets,Non-rookie
Jameer Nelson,4500000,2015,Denver Nuggets,Non-rookie
Jameer Nelson,4540525,2016,Denver Nuggets,Non-rookie
Jameer Nelson,4736050,2017,Denver Nuggets,Non-rookie
Raul Neto,1000000,2015,Utah Jazz,Rookie
Raul Neto,937800,2016,Utah Jazz,Rookie
Raul Neto,1471382,2017,Utah Jazz,Rookie
Andrew Nicholson,1418160,2012,Orlando Magic,Rookie
Andrew Nicholson,1482000,2013,Orlando Magic,Rookie
Andrew Nicholson,1545840,2014,Orlando Magic,Rookie
Andrew Nicholson,2380594,2015,Orlando Magic,Rookie
Andrew Nicholson,6088993,2016,Brooklyn Nets,Non-rookie
Andrew Nicholson,2844429,2017,Portland Trailblazers,Non-rookie
Joakim Noah,"$3,128,536.00 ",2010,Chicago Bulls,Rookie
Joakim Noah,12000000,2011,Chicago Bulls,Non-rookie
Joakim Noah,11300000,2012,Chicago Bulls,Non-rookie
Joakim Noah,11100000,2013,Chicago Bulls,Non-rookie
Joakim Noah,12200000,2014,Chicago Bulls,Non-rookie
Joakim Noah,13400000,2015,Chicago Bulls,Non-rookie
Joakim Noah,17000000,2016,New York Knicks,Non-rookie
Joakim Noah,17765000,2017,New York Knicks,Non-rookie
Andres Nocioni,"$6,850,000.00 ",2010,Philadelphia 76ers,Non-rookie
Andres Nocioni,6650000,2011,Philadelphia 76ers,Non-rookie
Nerlens Noel,3172320,2013,Philadelphia 76ers,Rookie
Nerlens Noel,3315120,2014,Philadelphia 76ers,Rookie
Nerlens Noel,3457800,2015,Philadelphia 76ers,Rookie
Nerlens Noel,4384490,2016,Dallas Mavericks,Rookie
Nerlens Noel,4187599,2017,Dallas Mavericks,Non-rookie
Lucas Nogueira,1762680,2014,Toronto Raptors,Rookie
Lucas Nogueira,1842000,2015,Toronto Raptors,Rookie
Lucas Nogueira,1921320,2016,Toronto Raptors,Rookie
Lucas Nogueira,2947305,2017,Toronto Raptors,Rookie
Steve Novak,"$384,766.00 ",2010,Dallas Mavericks,Non-rookie
Steve Novak,992680,2011,New York Knicks,Non-rookie
Steve Novak,4054055,2012,New York Knicks,Non-rookie
Steve Novak,3750000,2013,Toronto Raptors,Non-rookie
Steve Novak,3445946,2014,Oklahoma City Thunder,Non-rookie
Steve Novak,3750000,2015,Denver Nuggets,Non-rookie
Steve Novak,1551659,2016,Milwaukee Bucks,Non-rookie
Dirk Nowitzki,"$17,278,618.00 ",2010,Dallas Mavericks,Non-rookie
Dirk Nowitzki,19092873,2011,Dallas Mavericks,Non-rookie
Dirk Nowitzki,20907128,2012,Dallas Mavericks,Non-rookie
Dirk Nowitzki,22721381,2013,Dallas Mavericks,Non-rookie
Dirk Nowitzki,7974482,2014,Dallas Mavericks,Non-rookie
Dirk Nowitzki,8333334,2015,Dallas Mavericks,Non-rookie
Dirk Nowitzki,25000000,2016,Dallas Mavericks,Non-rookie
Dirk Nowitzki,5000000,2017,Dallas Mavericks,Non-rookie
Frank Ntilikina,3501120,2017,New York Knicks,Rookie
Jusuf Nurkic,1762680,2014,Denver Nuggets,Rookie
Jusuf Nurkic,1842000,2015,Denver Nuggets,Rookie
Jusuf Nurkic,1921320,2016,Portland Trailblazers,Rookie
Jusuf Nurkic,2947305,2017,Portland Trailblazers,Rookie
David Nwaba,137466,2016,Los Angeles Lakers,Rookie
David Nwaba,1312611,2017,Chicago Bulls,Rookie
Fabricio Oberto,"$992,680.00 ",2010,Portland Trailblazers,Non-rookie
J.J. O'Brien,105888,2015,Utah Jazz,Rookie
Johnny O'Bryant,600000,2014,Milwaukee Bucks,Rookie
Johnny O'Bryant,845059,2015,Milwaukee Bucks,Rookie
Johnny O'Bryant,276827,2016,Charlotte Hornets,Rookie
Johnny O'Bryant,1524305,2017,New York Knicks,Rookie
Daniel Ochefu,543471,2016,Washington Wizards,Rookie
Daniel Ochefu,50000,2017,Washington Wizards,Rookie
Greg Oden,"$6,760,524.00 ",2010,Portland Trailblazers,Rookie
Greg Oden,1500000,2011,Portland Trailblazers,Non-rookie
Greg Oden,1027424,2013,Miami Heat,Non-rookie
Lamar Odom,"$8,200,000.00 ",2010,Los Angeles Lakers,Non-rookie
Lamar Odom,8900000,2011,Dallas Mavericks,Non-rookie
Lamar Odom,8200000,2012,Los Angeles Clippers,Non-rookie
Tim Ohlbrecht,144867,2012,Houston Rockets,Rookie
Tim Ohlbrecht,788872,2013,Philadelphia 76ers,Rookie
Semi Ojeleye,1291892,2017,Boston Celtics,Rookie
Emeka Okafor,"$11,495,000.00 ",2010,New Orleans Pelicans,Non-rookie
Emeka Okafor,12541812,2011,New Orleans Pelicans,Non-rookie
Emeka Okafor,13490000,2012,Washington Wizards,Non-rookie
Emeka Okafor,14487500,2013,Phoenix Suns,Non-rookie
Emeka Okafor,774914,2017,New Orleans Pelicans,Non-rookie
Jahlil Okafor,4582680,2015,Philadelphia 76ers,Rookie
Jahlil Okafor,4788840,2016,Philadelphia 76ers,Rookie
Jahlil Okafor,4995120,2017,Brooklyn Nets,Rookie
Mehmet Okur,"$9,945,000.00 ",2010,Utah Jazz,Non-rookie
Mehmet Okur,10890000,2011,Brooklyn Nets,Non-rookie
Victor Oladipo,4763760,2013,Orlando Magic,Rookie
Victor Oladipo,4978200,2014,Orlando Magic,Rookie
Victor Oladipo,5192520,2015,Orlando Magic,Rookie
Victor Oladipo,6552960,2016,Oklahoma City Thunder,Rookie
Victor Oladipo,21000000,2017,Indiana Pacers,Non-rookie
Kelly Olynyk,1986360,2013,Boston Celtics,Rookie
Kelly Olynyk,2075760,2014,Boston Celtics,Rookie
Kelly Olynyk,2165160,2015,Boston Celtics,Rookie
Kelly Olynyk,3094014,2016,Boston Celtics,Rookie
Kelly Olynyk,10607169,2017,Miami Heat,Non-rookie
Jermaine O'Neal,"$5,765,000.00 ",2010,Boston Celtics,Non-rookie
Jermaine O'Neal,6226200,2011,Boston Celtics,Non-rookie
Jermaine O'Neal,1352181,2012,Phoenix Suns,Non-rookie
Jermaine O'Neal,2000000,2013,Golden State Warriors,Non-rookie
Royce O'Neale,815615,2017,Utah Jazz,Rookie
Shaquille O'Neal,"$1,352,181.00 ",2010,Boston Celtics,Non-rookie
Arinze Onuaku,43226,2014,Minnesota Timberwolves,Rookie
Arinze Onuaku,440078,2016,Orlando Magic,Rookie
Chinanu Onuaku,543471,2016,Houston Rockets,Rookie
Chinanu Onuaku,1312611,2017,Houston Rockets,Rookie
Kyle O'Quinn,788872,2012,Orlando Magic,Rookie
Kyle O'Quinn,788872,2013,Orlando Magic,Rookie
Kyle O'Quinn,915243,2014,Orlando Magic,Rookie
Kyle O'Quinn,3750000,2015,New York Knicks,Rookie
Kyle O'Quinn,3900000,2016,New York Knicks,Non-rookie
Kyle O'Quinn,4087500,2017,New York Knicks,Non-rookie
Daniel Orton,"$1,028,400.00 ",2010,Orlando Magic,Rookie
Daniel Orton,1105560,2011,Orlando Magic,Rookie
Daniel Orton,757712,2012,Oklahoma City Thunder,Rookie
Cedi Osman,2642857,2017,Cleveland Cavaliers,Rookie
Kelly Oubre Jr.,1920240,2015,Washington Wizards,Rookie
Kelly Oubre Jr.,2006640,2016,Washington Wizards,Rookie
Kelly Oubre Jr.,2093040,2017,Washington Wizards,Rookie
Travis Outlaw,"$7,000,000.00 ",2010,Brooklyn Nets,Non-rookie
Travis Outlaw,4000000,2011,Brooklyn Nets,Non-rookie
Travis Outlaw,3000000,2012,Sacramento Kings,Non-rookie
Travis Outlaw,3000000,2013,Sacramento Kings,Non-rookie
Travis Outlaw,4000000,2014,Brooklyn Nets,Non-rookie
Larry Owens,"$55,718.00 ",2010,San Antonio Spurs,Rookie
Larry Owens,86052,2011,Brooklyn Nets,Rookie
Zaza Pachulia,"$4,251,250.00 ",2010,Atlanta Hawks,Non-rookie
Zaza Pachulia,4750000,2011,Atlanta Hawks,Non-rookie
Zaza Pachulia,5248750,2012,Atlanta Hawks,Non-rookie
Zaza Pachulia,5200000,2013,Milwaukee Bucks,Non-rookie
Zaza Pachulia,5200000,2014,Milwaukee Bucks,Non-rookie
Zaza Pachulia,5200000,2015,Dallas Mavericks,Non-rookie
Zaza Pachulia,2898000,2016,Golden State Warriors,Non-rookie
Zaza Pachulia,3477600,2017,Golden State Warriors,Non-rookie
Georgios Papagiannis,2202240,2016,Sacramento Kings,Rookie
Georgios Papagiannis,2301360,2017,Sacramento Kings,Rookie
Kostas Papanikolaou,4800000,2014,Houston Rockets,Rookie
Kostas Papanikolaou,350000,2015,Denver Nuggets,Rookie
Jannero Pargo,1223166,2011,Atlanta Hawks,Non-rookie
Jannero Pargo,165487,2012,Atlanta Hawks,Non-rookie
Jannero Pargo,1399507,2013,Charlotte Hornets,Non-rookie
Jannero Pargo,1448490,2014,Charlotte Hornets,Non-rookie
Jeremy Pargo,1000000,2011,Memphis Grizzlies,Rookie
Jeremy Pargo,762195,2012,Cleveland Cavaliers,Rookie
Anthony Parker,"$2,855,700.00 ",2010,Cleveland Cavaliers,Non-rookie
Anthony Parker,2250000,2011,Cleveland Cavaliers,Non-rookie
Jabari Parker,4930560,2014,Milwaukee Bucks,Rookie
Jabari Parker,5152440,2015,Milwaukee Bucks,Rookie
Jabari Parker,5374320,2016,Milwaukee Bucks,Rookie
Jabari Parker,6782392,2017,Milwaukee Bucks,Rookie
Tony Parker,"$13,500,000.00 ",2010,San Antonio Spurs,Non-rookie
Tony Parker,12500000,2011,San Antonio Spurs,Non-rookie
Tony Parker,12500000,2012,San Antonio Spurs,Non-rookie
Tony Parker,12500000,2013,San Antonio Spurs,Non-rookie
Tony Parker,12500000,2014,San Antonio Spurs,Non-rookie
Tony Parker,13437500,2015,San Antonio Spurs,Non-rookie
Tony Parker,14445313,2016,San Antonio Spurs,Non-rookie
Tony Parker,15453126,2017,San Antonio Spurs,Non-rookie
Chandler Parsons,850000,2011,Houston Rockets,Rookie
Chandler Parsons,888250,2012,Houston Rockets,Rookie
Chandler Parsons,926500,2013,Houston Rockets,Rookie
Chandler Parsons,14700000,2014,Dallas Mavericks,Non-rookie
Chandler Parsons,15361500,2015,Dallas Mavericks,Non-rookie
Chandler Parsons,22116750,2016,Memphis Grizzlies,Non-rookie
Chandler Parsons,23112004,2017,Memphis Grizzlies,Non-rookie
Lamar Patterson,525093,2015,Atlanta Hawks,Rookie
Lamar Patterson,128623,2016,Atlanta Hawks,Rookie
Patrick Patterson,"$1,823,280.00 ",2010,Houston Rockets,Rookie
Patrick Patterson,1959960,2011,Houston Rockets,Rookie
Patrick Patterson,2096760,2012,Sacramento Kings,Rookie
Patrick Patterson,3105302,2013,Sacramento Kings,Rookie
Patrick Patterson,5831326,2014,Toronto Raptors,Non-rookie
Patrick Patterson,6268675,2015,Toronto Raptors,Non-rookie
Patrick Patterson,6050000,2016,Toronto Raptors,Non-rookie
Patrick Patterson,5192000,2017,Oklahoma City Thunder,Non-rookie
Justin Patton,2247480,2017,Minnesota Timberwolves,Rookie
Brandon Paul,155000,2016,Philadelphia 76ers,Rookie
Brandon Paul,815615,2017,San Antonio Spurs,Rookie
Chris Paul,"$14,940,153.00 ",2010,New Orleans Pelicans,Non-rookie
Chris Paul,16359805,2011,Los Angeles Clippers,Non-rookie
Chris Paul,17779458,2012,Los Angeles Clippers,Non-rookie
Chris Paul,18668431,2013,Los Angeles Clippers,Non-rookie
Chris Paul,20068563,2014,Los Angeles Clippers,Non-rookie
Chris Paul,21468696,2015,Los Angeles Clippers,Non-rookie
Chris Paul,22868827,2016,Los Angeles Clippers,Non-rookie
Chris Paul,24599495,2017,Houston Rockets,Non-rookie
Sasha Pavlovic,"$134,863.00 ",2010,Dallas Mavericks,Non-rookie
Sasha Pavlovic,1223166,2011,Boston Celtics,Non-rookie
Sasha Pavlovic,1232713,2012,Portland Trailblazers,Non-rookie
Cameron Payne,2021520,2015,Oklahoma City Thunder,Rookie
Cameron Payne,2112480,2016,Chicago Bulls,Rookie
Cameron Payne,2203440,2017,Chicago Bulls,Rookie
Elfrid Payton,2397840,2014,Orlando Magic,Rookie
Elfrid Payton,2505720,2015,Orlando Magic,Rookie
Elfrid Payton,2613600,2016,Orlando Magic,Rookie
Elfrid Payton,3332340,2017,Phoenix Suns,Rookie
Nikola Pekovic,"$4,000,000.00 ",2010,Minnesota Timberwolves,Rookie
Nikola Pekovic,4503600,2011,Minnesota Timberwolves,Rookie
Nikola Pekovic,4837200,2012,Minnesota Timberwolves,Rookie
Nikola Pekovic,12100000,2013,Minnesota Timberwolves,Non-rookie
Nikola Pekovic,12100000,2014,Minnesota Timberwolves,Non-rookie
Nikola Pekovic,12100000,2015,Minnesota Timberwolves,Non-rookie
Nikola Pekovic,12100000,2016,Minnesota Timberwolves,Non-rookie
Jeff Ayres,1500000,2011,Indiana Pacers,Rookie
Jeff Ayres,1500000,2012,Indiana Pacers,Rookie
Jeff Ayres,1750000,2013,San Antonio Spurs,Non-rookie
Jeff Ayres,1828750,2014,San Antonio Spurs,Non-rookie
Jeff Ayres,317232,2015,Los Angeles Clippers,Non-rookie
Kendrick Perkins,"$4,640,208.00 ",2010,Oklahoma City Thunder,Non-rookie
Kendrick Perkins,7123626,2011,Oklahoma City Thunder,Non-rookie
Kendrick Perkins,7800531,2012,Oklahoma City Thunder,Non-rookie
Kendrick Perkins,8477437,2013,Oklahoma City Thunder,Non-rookie
Kendrick Perkins,9654342,2014,Utah Jazz,Non-rookie
Kendrick Perkins,1499200,2015,New Orleans Pelicans,Non-rookie
Kendrick Perkins,13156,2017,Cleveland Cavaliers,Non-rookie
Morris Peterson,"$6,665,000.00 ",2010,Charlotte Hornets,Non-rookie
Johan Petro,"$3,250,000.00 ",2010,Brooklyn Nets,Non-rookie
Johan Petro,3250000,2011,Brooklyn Nets,Non-rookie
Johan Petro,3500000,2012,Atlanta Hawks,Non-rookie
Paul Pierce,"$13,876,321.00 ",2010,Boston Celtics,Non-rookie
Paul Pierce,15333334,2011,Boston Celtics,Non-rookie
Paul Pierce,16790345,2012,Boston Celtics,Non-rookie
Paul Pierce,15333334,2013,Brooklyn Nets,Non-rookie
Paul Pierce,5305000,2014,Washington Wizards,Non-rookie
Paul Pierce,3400000,2015,Los Angeles Clippers,Non-rookie
Paul Pierce,3500000,2016,Los Angeles Clippers,Non-rookie
Paul Pierce,1096080,2017,Los Angeles Clippers,Non-rookie
Mickael Pietrus,"$5,300,000.00 ",2010,Phoenix Suns,Non-rookie
Mickael Pietrus,5300000,2011,Phoenix Suns,Non-rookie
Mickael Pietrus,1005097,2012,Toronto Raptors,Non-rookie
Dexter Pittman,"$473,604.00 ",2010,Miami Heat,Rookie
Dexter Pittman,762195,2011,Miami Heat,Rookie
Dexter Pittman,854389,2012,Memphis Grizzlies,Rookie
Tibor Pleiss,3000000,2015,Utah Jazz,Rookie
Tibor Pleiss,3000000,2016,Philadelphia 76ers,Rookie
Tibor Pleiss,500000,2017,Philadelphia 76ers,Rookie
Mason Plumlee,1298640,2013,Brooklyn Nets,Rookie
Mason Plumlee,1357080,2014,Brooklyn Nets,Rookie
Mason Plumlee,1415520,2015,Portland Trailblazers,Rookie
Mason Plumlee,2328530,2016,Denver Nuggets,Rookie
Mason Plumlee,14041096,2017,Denver Nuggets,Non-rookie
Miles Plumlee,1073280,2012,Indiana Pacers,Rookie
Miles Plumlee,1121520,2013,Phoenix Suns,Rookie
Miles Plumlee,1169880,2014,Milwaukee Bucks,Rookie
Miles Plumlee,2109294,2015,Milwaukee Bucks,Rookie
Miles Plumlee,12500000,2016,Milwaukee Bucks,Non-rookie
Miles Plumlee,12500000,2017,Atlanta Hawks,Non-rookie
Jakob Poeltl,2703960,2016,Toronto Raptors,Rookie
Jakob Poeltl,2825640,2017,Toronto Raptors,Rookie
Quincy Pondexter,"$1,073,280.00 ",2010,New Orleans Pelicans,Rookie
Quincy Pondexter,1153800,2011,Memphis Grizzlies,Rookie
Quincy Pondexter,1234320,2012,Memphis Grizzlies,Rookie
Quincy Pondexter,2225479,2013,Memphis Grizzlies,Rookie
Quincy Pondexter,3146068,2014,New Orleans Pelicans,Non-rookie
Quincy Pondexter,3382023,2015,New Orleans Pelicans,Non-rookie
Quincy Pondexter,3617978,2016,New Orleans Pelicans,Non-rookie
Quincy Pondexter,3853931,2017,Chicago Bulls,Non-rookie
Otto Porter,4278000,2013,Washington Wizards,Rookie
Otto Porter,4470480,2014,Washington Wizards,Rookie
Otto Porter,4662960,2015,Washington Wizards,Rookie
Otto Porter,5893981,2016,Washington Wizards,Rookie
Otto Porter,24773250,2017,Washington Wizards,Non-rookie
Bobby Portis,1391160,2015,Chicago Bulls,Rookie
Bobby Portis,1453680,2016,Chicago Bulls,Rookie
Bobby Portis,1516320,2017,Chicago Bulls,Rookie
Kristaps Porzingis,4131720,2015,New York Knicks,Rookie
Kristaps Porzingis,4317720,2016,New York Knicks,Rookie
Kristaps Porzingis,4503600,2017,New York Knicks,Rookie
James Posey,"$7,148,800.00 ",2010,Indiana Pacers,Non-rookie
James Posey,7595600,2011,Indiana Pacers,Non-rookie
Dwight Powell,507336,2014,Dallas Mavericks,Rookie
Dwight Powell,845059,2015,Dallas Mavericks,Rookie
Dwight Powell,8375000,2016,Dallas Mavericks,Non-rookie
Dwight Powell,9003125,2017,Dallas Mavericks,Non-rookie
Leon Powe,"$915,852.00 ",2010,Cleveland Cavaliers,Non-rookie
Josh Powell,"$1,069,609.00 ",2010,Atlanta Hawks,Non-rookie
Norman Powell,650000,2015,Toronto Raptors,Rookie
Norman Powell,874636,2016,Toronto Raptors,Rookie
Norman Powell,1471382,2017,Toronto Raptors,Rookie
Alex Poythress,38903,2016,Philadelphia 76ers,Rookie
Alex Poythress,778668,2017,Indiana Pacers,Rookie
Phil Pressey,816482,2014,Boston Celtics,Rookie
Phil Pressey,172739,2015,Philadelphia 76ers,Rookie
Phil Pressey,35000,2016,Golden State Warriors,Rookie
A.J. Price,"$762,195.00 ",2010,Indiana Pacers,Rookie
A.J. Price,854389,2011,Indiana Pacers,Rookie
A.J. Price,885120,2012,Washington Wizards,Rookie
A.J. Price,62552,2014,Phoenix Suns,Non-rookie
Ronnie Price,"$1,380,000.00 ",2010,Utah Jazz,Non-rookie
Ronnie Price,1069509,2011,Phoenix Suns,Non-rookie
Ronnie Price,1265977,2013,Orlando Magic,Non-rookie
Ronnie Price,1316809,2014,Los Angeles Lakers,Non-rookie
Ronnie Price,1499187,2015,Phoenix Suns,Non-rookie
Ronnie Price,2557545,2016,Oklahoma City Thunder,Non-rookie
Ronnie Price,2442455,2017,Oklahoma City Thunder,Non-rookie
Pablo Prigioni,473604,2012,New York Knicks,Rookie
Pablo Prigioni,1591350,2013,New York Knicks,Rookie
Pablo Prigioni,1662961,2014,Houston Rockets,Rookie
Pablo Prigioni,981348,2015,Los Angeles Clippers,Rookie
Pablo Prigioni,1050961,2016,Houston Rockets,Non-rookie
Tayshaun Prince,"$11,148,760.00 ",2010,Detroit Pistons,Non-rookie
Tayshaun Prince,6292135,2011,Detroit Pistons,Non-rookie
Tayshaun Prince,6764045,2012,Memphis Grizzlies,Non-rookie
Tayshaun Prince,7235955,2013,Memphis Grizzlies,Non-rookie
Tayshaun Prince,7707865,2014,Detroit Pistons,Non-rookie
Tayshaun Prince,1499187,2015,Minnesota Timberwolves,Non-rookie
Taurean Prince,2318280,2016,Atlanta Hawks,Rookie
Taurean Prince,2422560,2017,Atlanta Hawks,Rookie
Joel Przybilla,"$7,405,300.00 ",2010,Charlotte Hornets,Non-rookie
Joel Przybilla,1145027,2011,Portland Trailblazers,Non-rookie
Joel Przybilla,1352181,2012,Milwaukee Bucks,Non-rookie
Rodney Purvis,161280,2017,Orlando Magic,Rookie
Zhou Qi,815615,2017,Houston Rockets,Rookie
Tim Quarterman,96406,2017,Houston Rockets,Rookie
Chris Quinn,"$861,978.00 ",2010,San Antonio Spurs,Non-rookie
Ivan Rabb,950000,2017,Memphis Grizzlies,Rookie
Vladimir Radmanovic,"$6,883,800.00 ",2010,Golden State Warriors,Non-rookie
Vladimir Radmanovic,1352181,2011,Atlanta Hawks,Non-rookie
Vladimir Radmanovic,1352181,2012,Chicago Bulls,Non-rookie
Miroslav Raduljica,300000,2014,Los Angeles Clippers,Rookie
Miroslav Raduljica,300000,2015,Los Angeles Clippers,Rookie
Miroslav Raduljica,300000,2016,Los Angeles Clippers,Rookie
Miroslav Raduljica,252043,2017,Los Angeles Clippers,Rookie
Chasson Randle,297311,2016,Philadelphia 76ers,Rookie
Julius Randle,2997360,2014,Los Angeles Lakers,Rookie
Julius Randle,3132240,2015,Los Angeles Lakers,Rookie
Julius Randle,3267120,2016,Los Angeles Lakers,Rookie
Julius Randle,4149242,2017,Los Angeles Lakers,Rookie
Anthony Randolph,"$1,965,720.00 ",2010,Minnesota Timberwolves,Rookie
Anthony Randolph,2911231,2011,Minnesota Timberwolves,Rookie
Anthony Randolph,1674641,2012,Denver Nuggets,Non-rookie
Anthony Randolph,1750000,2013,Denver Nuggets,Non-rookie
Anthony Randolph,1825359,2014,Orlando Magic,Non-rookie
Shavlik Randolph,1227985,2014,Denver Nuggets,Non-rookie
Zach Randolph,"$17,666,666.00 ",2010,Memphis Grizzlies,Non-rookie
Zach Randolph,15200000,2011,Memphis Grizzlies,Non-rookie
Zach Randolph,16500000,2012,Memphis Grizzlies,Non-rookie
Zach Randolph,17800000,2013,Memphis Grizzlies,Non-rookie
Zach Randolph,16500000,2014,Memphis Grizzlies,Non-rookie
Zach Randolph,9638555,2015,Memphis Grizzlies,Non-rookie
Zach Randolph,10361445,2016,Memphis Grizzlies,Non-rookie
Zach Randolph,12307692,2017,Sacramento Kings,Non-rookie
Xavier Rathan-Mayes,46080,2017,Memphis Grizzlies,Rookie
Theo Ratliff,"$1,352,181.00 ",2010,Los Angeles Lakers,Non-rookie
Andy Rautins,"$600,000.00 ",2010,New York Knicks,Rookie
Andy Rautins,788872,2011,Dallas Mavericks,Rookie
Michael Redd,"$18,300,000.00 ",2010,Milwaukee Bucks,Non-rookie
Michael Redd,1308506,2011,Phoenix Suns,Non-rookie
J.J. Redick,"$7,250,000.00 ",2010,Orlando Magic,Non-rookie
J.J. Redick,6750000,2011,Orlando Magic,Non-rookie
J.J. Redick,6190000,2012,Milwaukee Bucks,Non-rookie
J.J. Redick,6300000,2013,Los Angeles Clippers,Non-rookie
J.J. Redick,6583500,2014,Los Angeles Clippers,Non-rookie
J.J. Redick,6867000,2015,Los Angeles Clippers,Non-rookie
J.J. Redick,7377500,2016,Los Angeles Clippers,Non-rookie
J.J. Redick,23000000,2017,Philadelphia 76ers,Non-rookie
Davon Reed,815615,2017,Phoenix Suns,Rookie
Willie Reed,947276,2015,Brooklyn Nets,Rookie
Willie Reed,1015696,2016,Miami Heat,Rookie
Willie Reed,1471382,2017,Chicago Bulls,Rookie
Ryan Reid,475000,2011,Oklahoma City Thunder,Rookie
Glen Rice Jr.,400000,2014,Washington Wizards,Rookie
Jason Richardson,"$14,444,444.00 ",2010,Orlando Magic,Non-rookie
