,Unnamed: 0,rating,Team,mu,sd,name,Contract Value,Year,Type,coefs,index,player_id,player_name
129,232,5.107920036,Milwaukee Bucks,0.525743333,5,DeAndre Liggins,"$1,577,230.00 ",2017,Non-rookie,-6.0340804799656205,164,202732.0,DeAndre Liggins
130,234,5.107920036,Milwaukee Bucks,4.833333333,5,Eric Bledsoe,"$14,500,000.00 ",2017,Non-rookie,4.762684235671835,24,202339.0,Eric Bledsoe
131,235,5.107920036,Milwaukee Bucks,7.490636667,5,Giannis Antetokounmpo,"$22,471,910.00 ",2017,Non-rookie,0.7532123597330322,433,203507.0,Giannis Antetokounmpo
132,236,5.107920036,Milwaukee Bucks,2.260797333,5,Jabari Parker,"$6,782,392.00 ",2017,Non-rookie,-7.960063419969416,352,203953.0,Jabari Parker
133,237,5.107920036,Milwaukee Bucks,0.776217333,5,Jason Terry,"$2,328,652.00 ",2017,Non-rookie,3.293540483116672,150,1891.0,Jason Terry
134,238,5.107920036,Milwaukee Bucks,3.8075120000000005,5,John Henson,"$11,422,536.00 ",2017,Non-rookie,2.2506388063713967,400,203089.0,John Henson
135,239,5.107920036,Milwaukee Bucks,4.7,5,Khris Middleton,"$14,100,000.00 ",2017,Non-rookie,3.9132550701413615,173,203114.0,Khris Middleton
136,241,5.107920036,Milwaukee Bucks,3.2025,5,Matthew Dellavedova,"$9,607,500.00 ",2017,Non-rookie,0.5289185648990333,25,203521.0,Matthew Dellavedova
137,242,5.107920036,Milwaukee Bucks,3.5,5,Mirza Teletovic,"$10,500,000.00 ",2017,Non-rookie,3.0725734796677564,288,203141.0,Mirza Teletovic
138,246,5.107920036,Milwaukee Bucks,3.273809667,5,Tony Snell,"$9,821,429.00 ",2017,Non-rookie,-1.7700576431812944,210,203503.0,Tony Snell
139,247,5.049265225,Detroit Pistons,7.925168667,5,Andre Drummond,"$23,775,506.00 ",2017,Non-rookie,-3.476352063557784,139,203083.0,Andre Drummond
140,248,5.049265225,Detroit Pistons,1.096666667,5,Anthony Tolliver,"$3,290,000.00 ",2017,Non-rookie,-2.2905866593482926,140,201229.0,Anthony Tolliver
141,250,5.049265225,Detroit Pistons,2.936329667,5,Avery Bradley,"$8,808,989.00 ",2017,Non-rookie,-0.3318487721540224,91,202340.0,Avery Bradley
142,251,5.049265225,Detroit Pistons,2.333333333,5,Boban Marjanovic,"$7,000,000.00 ",2017,Non-rookie,6.088964032107977,159,1626246.0,Boban Marjanovic
143,254,5.049265225,Detroit Pistons,2.0,5,Ish Smith,"$6,000,000.00 ",2017,Non-rookie,0.6679647021803614,484,202397.0,Ish Smith
144,255,5.049265225,Detroit Pistons,3.4991063330000003,5,Jon Leuer,"$10,497,319.00 ",2017,Non-rookie,-2.179230577396679,276,202720.0,Jon Leuer
145,256,5.049265225,Detroit Pistons,1.8,5,Josh Smith,"$5,400,000.00 ",2017,Non-rookie,-3.2501238370166785,456,2746.0,Josh Smith
146,258,5.049265225,Detroit Pistons,2.222222333,5,Langston Galloway,"$6,666,667.00 ",2017,Non-rookie,0.5748796857825371,138,204038.0,Langston Galloway
147,260,5.049265225,Detroit Pistons,0.833333333,5,Reggie Bullock,"$2,500,000.00 ",2017,Non-rookie,0.2456398981840904,92,203493.0,Reggie Bullock
148,261,5.049265225,Detroit Pistons,5.333333333,5,Reggie Jackson,"$16,000,000.00 ",2017,Non-rookie,10.199883423749066,256,202704.0,Reggie Jackson
149,263,5.049265225,Detroit Pistons,5.333333333,5,Tobias Harris,"$16,000,000.00 ",2017,Non-rookie,4.0613696916124535,146,202699.0,Tobias Harris
150,264,3.9005986360000002,Los Angeles Lakers,0.776217333,5,Andrew Bogut,"$2,328,652.00 ",2017,Non-rookie,-0.13673299682044338,294,101106.0,Andrew Bogut
151,267,3.9005986360000002,Los Angeles Lakers,7.54745,5,Brook Lopez,"$22,642,350.00 ",2017,Non-rookie,0.2559207580645007,46,201572.0,Brook Lopez
152,268,3.9005986360000002,Los Angeles Lakers,2.526455333,5,Corey Brewer,"$7,579,366.00 ",2017,Non-rookie,-6.191113395972677,366,201147.0,Corey Brewer
153,270,3.9005986360000002,Los Angeles Lakers,3.854166667,5,Jordan Clarkson,"$11,562,500.00 ",2017,Non-rookie,1.239447100141616,248,203903.0,Jordan Clarkson
154,273,3.9005986360000002,Los Angeles Lakers,5.915298,5,Kentavious Caldwell-Pope,"$17,745,894.00 ",2017,Non-rookie,-0.9175244474040491,158,203484.0,Kentavious Caldwell-Pope
155,275,3.9005986360000002,Los Angeles Lakers,2.09552,5,Lonzo Ball,"$6,286,560.00 ",2017,Non-rookie,1.8674317830996097,49,1628366.0,Lonzo Ball
156,276,3.9005986360000002,Los Angeles Lakers,5.73,5,Luol Deng,"$17,190,000.00 ",2017,Non-rookie,1.7611288427095135,453,2736.0,Luol Deng
157,280,2.634309708,Dallas Mavericks,1.4675153330000001,5,Devin Harris,"$4,402,546.00 ",2017,Non-rookie,4.264047535732513,260,2734.0,Devin Harris
158,281,2.634309708,Dallas Mavericks,1.6666666669999999,5,Dirk Nowitzki,"$5,000,000.00 ",2017,Non-rookie,-0.2281383895190876,430,1717.0,Dirk Nowitzki
159,283,2.634309708,Dallas Mavericks,3.001041667,5,Dwight Powell,"$9,003,125.00 ",2017,Non-rookie,-2.923317101936087,68,203939.0,Dwight Powell
160,285,2.634309708,Dallas Mavericks,7.704001333,5,Harrison Barnes,"$23,112,004.00 ",2017,Non-rookie,-2.475128860861277,165,203084.0,Harrison Barnes
161,288,2.634309708,Dallas Mavericks,2.0070583330000002,5,Josh McRoberts,"$6,021,175.00 ",2017,Non-rookie,0.0764277150826291,512,201177.0,Josh McRoberts
162,290,2.634309708,Dallas Mavericks,1.395866333,5,Nerlens Noel,"$4,187,599.00 ",2017,Non-rookie,-2.067481490332857,219,203457.0,Nerlens Noel
163,292,2.634309708,Dallas Mavericks,5.961392,5,Wesley Matthews,"$17,884,176.00 ",2017,Non-rookie,-4.437513315282475,67,202083.0,Wesley Matthews
