,Name,Team,Season,Salary,Type
4591,Daniel Gibson,Cleveland Cavaliers,2010,4015334,Non-rookie
4592,Daniel Gibson,Cleveland Cavaliers,2011,4403834,Non-rookie
4593,Daniel Gibson,Cleveland Cavaliers,2012,4792332,Non-rookie
4594,Jonathan Gibson,Dallas Mavericks,2016,680937,Rookie
4595,Jonathan Gibson,Boston Celtics,2017,44495,Rookie
4598,Taj Gibson,Chicago Bulls,2010,1117680,Rookie
4599,Taj Gibson,Chicago Bulls,2011,1195680,Rookie
4600,Taj Gibson,Chicago Bulls,2012,2155811,Rookie
4601,Taj Gibson,Chicago Bulls,2013,7550000,Non-rookie
4602,Taj Gibson,Chicago Bulls,2014,8000000,Non-rookie
4603,Taj Gibson,Chicago Bulls,2015,8500000,Non-rookie
4604,Taj Gibson,Oklahoma City Thunder,2016,8950000,Non-rookie
4605,Taj Gibson,Minnesota Timberwolves,2017,14000000,Non-rookie
4609,Harry Giles,Sacramento Kings,2017,1859400,Rookie
4655,Manu Ginobili,San Antonio Spurs,2010,11854584,Non-rookie
4656,Manu Ginobili,San Antonio Spurs,2011,12981038,Non-rookie
4657,Manu Ginobili,San Antonio Spurs,2012,14107492,Non-rookie
4658,Manu Ginobili,San Antonio Spurs,2013,7500000,Non-rookie
4659,Manu Ginobili,San Antonio Spurs,2014,7000000,Non-rookie
4660,Manu Ginobili,San Antonio Spurs,2015,2814000,Non-rookie
4661,Manu Ginobili,San Antonio Spurs,2016,14000000,Non-rookie
4662,Manu Ginobili,San Antonio Spurs,2017,2500000,Non-rookie
4669,Mickell Gladness,Miami Heat,2011,248263,Rookie
4692,Rudy Gobert,Utah Jazz,2013,1078800,Rookie
4693,Rudy Gobert,Utah Jazz,2014,1127400,Rookie
4694,Rudy Gobert,Utah Jazz,2015,1175880,Rookie
4695,Rudy Gobert,Utah Jazz,2016,2121288,Rookie
4696,Rudy Gobert,Utah Jazz,2017,21974719,Non-rookie
4708,Ryan Gomes,Los Angeles Clippers,2010,4000000,Non-rookie
4709,Ryan Gomes,Los Angeles Clippers,2011,4000000,Non-rookie
4710,Ryan Gomes,Los Angeles Clippers,2012,4000000,Non-rookie
4711,Ryan Gomes,Oklahoma City Thunder,2013,1186459,Non-rookie
4721,Drew Gooden,Milwaukee Bucks,2010,5760000,Non-rookie
4722,Drew Gooden,Milwaukee Bucks,2011,6226200,Non-rookie
4723,Drew Gooden,Milwaukee Bucks,2012,6687400,Non-rookie
4724,Drew Gooden,Milwaukee Bucks,2014,6680000,Non-rookie
4725,Drew Gooden,Washington Wizards,2014,1448000,Non-rookie
4726,Drew Gooden,Washington Wizards,2015,3300000,Non-rookie
4729,Archie Goodwin,Phoenix Suns,2013,1064400,Rookie
4730,Archie Goodwin,Phoenix Suns,2014,1112280,Rookie
4731,Archie Goodwin,Phoenix Suns,2015,1160160,Rookie
4732,Archie Goodwin,Phoenix Suns,2016,2094089,Rookie
4733,Archie Goodwin,Brooklyn Nets,2016,194494,Rookie
4734,Archie Goodwin,New Orleans Pelicans,2016,95600,Rookie
4735,Aaron Gordon,Orlando Magic,2014,3992040,Rookie
4736,Aaron Gordon,Orlando Magic,2015,4171680,Rookie
4737,Aaron Gordon,Orlando Magic,2016,4351320,Rookie
4738,Aaron Gordon,Orlando Magic,2017,5504420,Rookie
4745,Ben Gordon,Detroit Pistons,2010,10800000,Non-rookie
4746,Ben Gordon,Detroit Pistons,2011,11600000,Non-rookie
4747,Ben Gordon,Charlotte Bobcats,2012,12400000,Non-rookie
4748,Ben Gordon,Charlotte Bobcats,2013,13200000,Non-rookie
4749,Ben Gordon,Orlando Magic,2014,4500000,Non-rookie
4750,Drew Gordon,Philadelphia 76ers,2014,40000,Rookie
4753,Eric Gordon,Los Angeles Clippers,2010,3016680,Rookie
4754,Eric Gordon,New Orleans Hornets,2011,3831184,Rookie
4755,Eric Gordon,New Orleans Hornets,2012,13668750,Non-rookie
4756,Eric Gordon,New Orleans Pelicans,2013,14283844,Non-rookie
4757,Eric Gordon,New Orleans Pelicans,2014,14898938,Non-rookie
4758,Eric Gordon,New Orleans Pelicans,2015,15514031,Non-rookie
4759,Eric Gordon,Houston Rockets,2016,12385364,Non-rookie
4760,Eric Gordon,Houston Rockets,2017,12943020,Non-rookie
4765,Marcin Gortat,Phoenix Suns,2010,6322320,Rookie
4766,Marcin Gortat,Phoenix Suns,2011,6790640,Non-rookie
4767,Marcin Gortat,Phoenix Suns,2012,7258960,Non-rookie
4768,Marcin Gortat,Washington Wizards,2013,7727280,Non-rookie
4769,Marcin Gortat,Washington Wizards,2014,10434782,Non-rookie
4770,Marcin Gortat,Washington Wizards,2015,11217391,Non-rookie
4771,Marcin Gortat,Washington Wizards,2016,12000000,Non-rookie
4772,Marcin Gortat,Washington Wizards,2017,12782609,Non-rookie
4773,Andrew Goudelock,Los Angeles Lakers,2011,473604,Rookie
4774,Andrew Goudelock,Houston Rockets,2015,200600,Non-rookie
4785,Joey Graham,Cleveland Cavaliers,2010,992680,Non-rookie
4794,Stephen Graham,New Jersey Nets,2010,992680,Non-rookie
4795,Treveon Graham,Utah Jazz,2015,75000,Rookie
4796,Treveon Graham,Charlotte Hornets,2016,543471,Rookie
4797,Treveon Graham,Charlotte Hornets,2017,1312611,Rookie
4809,Danny Granger,Indiana Pacers,2010,10973202,Non-rookie
4810,Danny Granger,Indiana Pacers,2011,12015904,Non-rookie
4811,Danny Granger,Indiana Pacers,2012,13058606,Non-rookie
4812,Danny Granger,Philadelphia 76ers,2013,14021788,Non-rookie
4813,Danny Granger,Phoenix Suns,2014,2077000,Non-rookie
4814,Danny Granger,Detroit Pistons,2015,2170465,Non-rookie
4873,Jerami Grant,Philadelphia 76ers,2014,884879,Rookie
4874,Jerami Grant,Philadelphia 76ers,2015,845059,Rookie
4875,Jerami Grant,Oklahoma City Thunder,2016,980431,Rookie
4876,Jerami Grant,Oklahoma City Thunder,2017,1524305,Rookie
4877,Jerian Grant,New York Knicks,2015,1572360,Rookie
4878,Jerian Grant,Chicago Bulls,2016,1643040,Rookie
4879,Jerian Grant,Chicago Bulls,2017,1713840,Rookie
4888,Aaron Gray,New Orleans Hornets,2010,1028840,Rookie
4889,Aaron Gray,Toronto Raptors,2011,2500000,Non-rookie
4890,Aaron Gray,Toronto Raptors,2012,2575000,Non-rookie
4891,Aaron Gray,Toronto Raptors,2013,2690875,Non-rookie
4892,Aaron Gray,Detroit Pistons,2014,1227985,Non-rookie
4893,Aaron Gray,Detroit Pistons,2015,452059,Non-rookie
4894,Aaron Gray,Detroit Pistons,2016,452059,Non-rookie
4905,Josh Gray,Phoenix Suns,2017,101376,Rookie
4933,Danny Green,San Antonio Spurs,2010,94154,Rookie
4934,Danny Green,San Antonio Spurs,2011,854389,Rookie
4935,Danny Green,San Antonio Spurs,2012,3500000,Rookie
4936,Danny Green,San Antonio Spurs,2013,3762500,Non-rookie
4937,Danny Green,San Antonio Spurs,2014,4025000,Non-rookie
4938,Danny Green,San Antonio Spurs,2015,10000000,Non-rookie
4939,Danny Green,San Antonio Spurs,2016,10000000,Non-rookie
4940,Danny Green,San Antonio Spurs,2017,10000000,Non-rookie
4944,Donte Greene,Sacramento Kings,2010,1116840,Rookie
4945,Donte Greene,Sacramento Kings,2011,2015896,Rookie
4946,Draymond Green,Golden State Warriors,2012,850000,Rookie
4947,Draymond Green,Golden State Warriors,2013,875500,Rookie
4948,Draymond Green,Golden State Warriors,2014,915243,Rookie
4949,Draymond Green,Golden State Warriors,2015,14300000,Non-rookie
4950,Draymond Green,Golden State Warriors,2016,15330435,Non-rookie
4951,Draymond Green,Golden State Warriors,2017,16400000,Non-rookie
4952,Erick Green,Denver Nuggets,2014,507336,Rookie
4953,Erick Green,Denver Nuggets,2015,100000,Rookie
4954,Erick Green,Utah Jazz,2015,99418,Rookie
4959,Gerald Green,New Jersey Nets,2011,443181,Non-rookie
4960,Gerald Green,Los Angeles Lakers,2011,73818,Non-rookie
4961,Gerald Green,Indiana Pacers,2012,3500000,Non-rookie
4962,Gerald Green,Phoenix Suns,2013,3500000,Non-rookie
4963,Gerald Green,Phoenix Suns,2014,3500000,Non-rookie
4964,Gerald Green,Miami Heat,2015,1356000,Non-rookie
4965,Gerald Green,Boston Celtics,2016,1410598,Non-rookie
4966,Gerald Green,Houston Rockets,2017,872854,Non-rookie
4967,JaMychal Green,Memphis Grizzlies,2014,59686,Rookie
4968,JaMychal Green,Memphis Grizzlies,2015,845059,Rookie
4969,JaMychal Green,Memphis Grizzlies,2016,980431,Rookie
4970,JaMychal Green,Memphis Grizzlies,2017,8533333,Non-rookie
4974,Jeff Green,Boston Celtics,2010,4455988,Rookie
4975,Jeff Green,Boston Celtics,2012,8385000,Non-rookie
4976,Jeff Green,Boston Celtics,2013,8965000,Non-rookie
4977,Jeff Green,Memphis Grizzlies,2014,9445000,Non-rookie
4978,Jeff Green,Los Angeles Clippers,2015,9200000,Non-rookie
4979,Jeff Green,Orlando Magic,2016,15000000,Non-rookie
4980,Jeff Green,Cleveland Cavaliers,2017,2116955,Non-rookie
4987,Orien Greene,New Jersey Nets,2010,52066,Non-rookie
5014,Willie Green,New Orleans Hornets,2010,3976000,Non-rookie
5015,Willie Green,Atlanta Hawks,2011,1223166,Non-rookie
5016,Willie Green,Los Angeles Clippers,2012,1475106,Non-rookie
5017,Willie Green,Los Angeles Clippers,2013,1399507,Non-rookie
5018,Willie Green,Orlando Magic,2014,1448490,Non-rookie
5033,Blake Griffin,Los Angeles Clippers,2010,5357280,Rookie
5034,Blake Griffin,Los Angeles Clippers,2011,5731080,Rookie
5035,Blake Griffin,Los Angeles Clippers,2012,7226892,Non-rookie
5036,Blake Griffin,Los Angeles Clippers,2013,16441500,Non-rookie
5037,Blake Griffin,Los Angeles Clippers,2014,17674612,Non-rookie
5038,Blake Griffin,Los Angeles Clippers,2015,18907725,Non-rookie
5039,Blake Griffin,Los Angeles Clippers,2016,20140838,Non-rookie
5040,Blake Griffin,Detroit Pistons,2017,29727900,Non-rookie
5075,Jorge Gutierrez,Milwaukee Bucks,2014,59686,Rookie
5076,Jorge Gutierrez,Charlotte Hornets,2015,301444,Rookie
5082,Hamed Haddadi,Memphis Grizzlies,2010,1600000,Rookie
5083,Hamed Haddadi,Memphis Grizzlies,2011,1300000,Rookie
5084,Hamed Haddadi,Phoenix Suns,2012,1300000,Non-rookie
5085,Hamed Haddadi,Phoenix Suns,2013,200000,Non-rookie
5089,P.J. Hairston,Charlotte Hornets,2014,1149720,Rookie
5090,P.J. Hairston,Memphis Grizzlies,2015,1201440,Rookie
5091,P.J. Hairston,Houston Rockets,2016,11534,Rookie
5116,Jordan Hamilton,Denver Nuggets,2011,1073286,Rookie
5117,Jordan Hamilton,Denver Nuggets,2012,1153800,Rookie
5118,Jordan Hamilton,Denver Nuggets,2013,1169880,Rookie
5119,Jordan Hamilton,Los Angeles Clippers,2014,150591,Rookie
5120,Jordan Hamilton,New Orleans Pelicans,2015,119462,Non-rookie
5121,Justin Hamilton,Minnesota Timberwolves,2014,816482,Rookie
5122,Justin Hamilton,Brooklyn Nets,2016,3000000,Rookie
5123,Justin Hamilton,Toronto Raptors,2017,1000000,Rookie
5135,Richard Hamilton,Detroit Pistons,2010,12500000,Non-rookie
5136,Richard Hamilton,Detroit Pistons,2011,12500000,Non-rookie
5137,Richard Hamilton,Chicago Bulls,2011,5000000,Non-rookie
5138,Richard Hamilton,Chicago Bulls,2012,5000000,Non-rookie
5139,Richard Hamilton,Chicago Bulls,2013,1000000,Non-rookie
5140,Richard Hamilton,Chicago Bulls,2014,333333,Non-rookie
5149,A.J. Hammons,Dallas Mavericks,2016,650000,Rookie
5150,A.J. Hammons,Miami Heat,2017,1312611,Rookie
5167,Ben Hansbrough,Indiana Pacers,2012,473604,Rookie
5169,Tyler Hansbrough,Indiana Pacers,2010,1998600,Rookie
5170,Tyler Hansbrough,Indiana Pacers,2011,2138040,Rookie
5171,Tyler Hansbrough,Indiana Pacers,2012,3055259,Rookie
5172,Tyler Hansbrough,Toronto Raptors,2013,3183000,Non-rookie
5173,Tyler Hansbrough,Toronto Raptors,2014,3326235,Non-rookie
5174,Tyler Hansbrough,Charlotte Hornets,2015,1185784,Non-rookie
5188,Luke Harangody,Cleveland Cavaliers,2010,473604,Rookie
5189,Luke Harangody,Cleveland Cavaliers,2011,762195,Rookie
5190,Luke Harangody,Cleveland Cavaliers,2012,1054389,Rookie
5218,Tim Hardaway Jr.,New York Knicks,2013,1196760,Rookie
5219,Tim Hardaway Jr.,New York Knicks,2014,1250640,Rookie
5220,Tim Hardaway Jr.,Atlanta Hawks,2015,1304520,Rookie
5221,Tim Hardaway Jr.,Atlanta Hawks,2016,2281605,Rookie
5222,Tim Hardaway Jr.,New York Knicks,2017,16500000,Non-rookie
5224,James Harden,Oklahoma City Thunder,2010,4304520,Rookie
5225,James Harden,Oklahoma City Thunder,2011,4604760,Rookie
5226,James Harden,Houston Rockets,2012,5820417,Rookie
5227,James Harden,Houston Rockets,2013,13701250,Non-rookie
5228,James Harden,Houston Rockets,2014,14728844,Non-rookie
5229,James Harden,Houston Rockets,2015,15756438,Non-rookie
5230,James Harden,Houston Rockets,2016,26540100,Non-rookie
5231,James Harden,Houston Rockets,2017,28299399,Non-rookie
5232,Maurice Harkless,Orlando Magic,2012,1731960,Rookie
5233,Maurice Harkless,Orlando Magic,2013,1809840,Rookie
5234,Maurice Harkless,Orlando Magic,2014,1887840,Rookie
5235,Maurice Harkless,Portland Trail Blazers,2015,2894059,Rookie
5236,Maurice Harkless,Portland Trail Blazers,2016,8988764,Non-rookie
5237,Maurice Harkless,Portland Trail Blazers,2017,10162922,Non-rookie
5252,Justin Harper,Orlando Magic,2011,473604,Rookie
5253,Justin Harper,Orlando Magic,2012,762195,Rookie
5254,Justin Harper,Detroit Pistons,2015,99418,Non-rookie
5255,Justin Harper,Philadelphia 76ers,2016,57672,Non-rookie
5281,Josh Harrellson,New York Knicks,2011,473604,Rookie
5282,Josh Harrellson,Miami Heat,2012,354197,Rookie
5283,Josh Harrellson,Detroit Pistons,2013,884293,Rookie
5284,Montrezl Harrell,Houston Rockets,2015,1000000,Rookie
5285,Montrezl Harrell,Houston Rockets,2016,1045000,Rookie
5286,Montrezl Harrell,Los Angeles Clippers,2017,1471382,Rookie
5287,Aaron Harrison,Charlotte Hornets,2015,525093,Rookie
5288,Aaron Harrison,Charlotte Hornets,2016,375579,Rookie
5289,Aaron Harrison,Dallas Mavericks,2017,174571,Rookie
5303,Al Harrington,Denver Nuggets,2010,5765000,Non-rookie
5304,Al Harrington,Denver Nuggets,2011,6226200,Non-rookie
5305,Al Harrington,Orlando Magic,2012,6687400,Non-rookie
5306,Al Harrington,Orlando Magic,2013,3574300,Non-rookie
5307,Al Harrington,Washington Wizards,2013,1399507,Non-rookie
5308,Al Harrington,Orlando Magic,2014,3805000,Non-rookie
5309,Andrew Harrison,Memphis Grizzlies,2016,945000,Rookie
5310,Andrew Harrison,Memphis Grizzlies,2017,1312611,Rookie
5321,Devin Harris,Utah Jazz,2010,8981000,Non-rookie
5322,Devin Harris,Utah Jazz,2011,9319000,Non-rookie
5323,Devin Harris,Atlanta Hawks,2012,8500000,Non-rookie
5324,Devin Harris,Dallas Mavericks,2013,1272279,Non-rookie
5325,Devin Harris,Dallas Mavericks,2014,3878000,Non-rookie
5326,Devin Harris,Dallas Mavericks,2015,4053000,Non-rookie
5327,Devin Harris,Dallas Mavericks,2016,4228000,Non-rookie
5328,Devin Harris,Denver Nuggets,2017,4402546,Non-rookie
5329,Gary Harris,Denver Nuggets,2014,1519200,Rookie
5330,Gary Harris,Denver Nuggets,2015,1587480,Rookie
5331,Gary Harris,Denver Nuggets,2016,1655880,Rookie
5332,Gary Harris,Denver Nuggets,2017,2550055,Rookie
5333,Joe Harris,Cleveland Cavaliers,2014,884879,Rookie
5334,Joe Harris,Orlando Magic,2015,845059,Rookie
5335,Joe Harris,Brooklyn Nets,2016,980431,Rookie
5336,Joe Harris,Brooklyn Nets,2017,1524305,Rookie
5352,Manny Harris,Cleveland Cavaliers,2010,473604,Rookie
5353,Manny Harris,Cleveland Cavaliers,2011,122942,Rookie
5354,Manny Harris,Dallas Mavericks,2016,119494,Non-rookie
5367,Shaquille Harrison,Phoenix Suns,2017,267160,Rookie
5370,Terrel Harris,Miami Heat,2011,473604,Rookie
5371,Terrel Harris,Miami Heat,2012,186656,Rookie
5373,Tobias Harris,Milwaukee Bucks,2011,1418160,Rookie
5374,Tobias Harris,Orlando Magic,2012,1524480,Rookie
5375,Tobias Harris,Orlando Magic,2013,1545840,Rookie
5376,Tobias Harris,Orlando Magic,2014,2380594,Rookie
5377,Tobias Harris,Detroit Pistons,2015,16000000,Non-rookie
5378,Tobias Harris,Detroit Pistons,2016,17200000,Non-rookie
5379,Tobias Harris,Los Angeles Clippers,2017,16000000,Non-rookie
5391,Josh Hart,Los Angeles Lakers,2017,1394520,Rookie
5414,Udonis Haslem,Miami Heat,2010,3500000,Non-rookie
5415,Udonis Haslem,Miami Heat,2011,3780000,Non-rookie
5416,Udonis Haslem,Miami Heat,2012,4060000,Non-rookie
5417,Udonis Haslem,Miami Heat,2013,4340000,Non-rookie
5418,Udonis Haslem,Miami Heat,2014,2732000,Non-rookie
5419,Udonis Haslem,Miami Heat,2015,2854940,Non-rookie
5420,Udonis Haslem,Miami Heat,2016,4000000,Non-rookie
5421,Udonis Haslem,Miami Heat,2017,1471382,Non-rookie
5444,Spencer Hawes,Philadelphia 76ers,2010,2974320,Rookie
5445,Spencer Hawes,Philadelphia 76ers,2011,4051024,Non-rookie
5446,Spencer Hawes,Philadelphia 76ers,2012,8500000,Non-rookie
5447,Spencer Hawes,Philadelphia 76ers,2013,6500000,Non-rookie
5448,Spencer Hawes,Los Angeles Clippers,2014,5305000,Non-rookie
5449,Spencer Hawes,Charlotte Hornets,2015,5543725,Non-rookie
5450,Spencer Hawes,Milwaukee Bucks,2016,6348759,Non-rookie
5451,Spencer Hawes,Milwaukee Bucks,2017,2007059,Non-rookie
5473,Chuck Hayes,Houston Rockets,2010,1972500,Non-rookie
5474,Chuck Hayes,Sacramento Kings,2011,5250000,Non-rookie
5475,Chuck Hayes,Sacramento Kings,2012,5486250,Non-rookie
5476,Chuck Hayes,Sacramento Kings,2013,5722500,Non-rookie
5477,Chuck Hayes,Toronto Raptors,2014,5958750,Non-rookie
5478,Chuck Hayes,Houston Rockets,2015,83583,Non-rookie
5486,Nigel Hayes,Toronto Raptors,2017,92160,Rookie
5487,Nigel Hayes,Sacramento Kings,2017,55296,Rookie
5488,Nigel Hayes,New York Knicks,2017,50000,Rookie
5489,Nigel Hayes,Los Angeles Lakers,2017,46080,Rookie
5491,Gordon Hayward,Utah Jazz,2010,2356320,Rookie
5492,Gordon Hayward,Utah Jazz,2011,2532960,Rookie
5493,Gordon Hayward,Utah Jazz,2012,2709720,Rookie
5494,Gordon Hayward,Utah Jazz,2013,3452183,Rookie
5495,Gordon Hayward,Utah Jazz,2014,14746000,Non-rookie
5496,Gordon Hayward,Utah Jazz,2015,15409570,Non-rookie
5497,Gordon Hayward,Utah Jazz,2016,16073140,Non-rookie
5498,Gordon Hayward,Boston Celtics,2017,29727900,Non-rookie
5499,Lazar Hayward,Minnesota Timberwolves,2010,1020960,Rookie
5500,Lazar Hayward,Oklahoma City Thunder,2011,1097520,Rookie
5501,Lazar Hayward,Houston Rockets,2012,1174080,Rookie
5502,Lazar Hayward,Minnesota Timberwolves,2012,80413,Rookie
5512,Brendan Haywood,Dallas Mavericks,2010,6900000,Non-rookie
5513,Brendan Haywood,Dallas Mavericks,2011,7624500,Non-rookie
5514,Brendan Haywood,Dallas Mavericks,2012,6299000,Non-rookie
5515,Brendan Haywood,Charlotte Bobcats,2012,2050000,Non-rookie
5516,Brendan Haywood,Charlotte Bobcats,2013,2050000,Non-rookie
5517,Brendan Haywood,Dallas Mavericks,2014,7798000,Non-rookie
5518,Brendan Haywood,Cleveland Cavaliers,2014,2213688,Non-rookie
5524,Luther Head,Sacramento Kings,2010,992680,Non-rookie
5551,Gerald Henderson,Charlotte Bobcats,2010,2103840,Non-rookie
5552,Gerald Henderson,Charlotte Bobcats,2011,2250600,Non-rookie
5553,Gerald Henderson,Charlotte Bobcats,2012,3101327,Non-rookie
5554,Gerald Henderson,Charlotte Bobcats,2013,6000000,Non-rookie
5555,Gerald Henderson,Charlotte Hornets,2014,6000000,Non-rookie
5556,Gerald Henderson,Portland Trail Blazers,2015,6000000,Non-rookie
5557,Gerald Henderson,Philadelphia 76ers,2016,9000000,Non-rookie
5558,Gerald Henderson,Philadelphia 76ers,2017,1000000,Non-rookie
5566,Xavier Henry,Memphis Grizzlies,2010,2020200,Rookie
5567,Xavier Henry,New Orleans Hornets,2011,2171640,Rookie
5568,Xavier Henry,New Orleans Hornets,2012,2323200,Rookie
5569,Xavier Henry,Los Angeles Lakers,2014,1082000,Non-rookie
5570,John Henson,Milwaukee Bucks,2012,1823280,Rookie
5571,John Henson,Milwaukee Bucks,2013,1905360,Rookie
5572,John Henson,Milwaukee Bucks,2014,1987320,Rookie
5573,John Henson,Milwaukee Bucks,2015,2943221,Rookie
5574,John Henson,Milwaukee Bucks,2016,12517606,Non-rookie
5575,John Henson,Milwaukee Bucks,2017,11422536,Non-rookie
5580,Juan Hernangomez,Denver Nuggets,2016,1987440,Rookie
5581,Juan Hernangomez,Denver Nuggets,2017,2076840,Rookie
5582,Willy Hernangomez,New York Knicks,2016,1375000,Rookie
5583,Willy Hernangomez,Charlotte Hornets,2017,1435750,Rookie
5598,Mario Hezonja,Orlando Magic,2015,3741480,Rookie
5599,Mario Hezonja,Orlando Magic,2016,3909840,Rookie
5600,Mario Hezonja,Orlando Magic,2017,4078320,Rookie
5603,Roy Hibbert,Indiana Pacers,2010,1685280,Rookie
5604,Roy Hibbert,Indiana Pacers,2011,2588590,Rookie
5605,Roy Hibbert,Indiana Pacers,2012,13686750,Non-rookie
5606,Roy Hibbert,Indiana Pacers,2013,14283844,Non-rookie
5607,Roy Hibbert,Indiana Pacers,2014,14898938,Non-rookie
5608,Roy Hibbert,Los Angeles Lakers,2015,15500000,Non-rookie
5609,Roy Hibbert,Denver Nuggets,2016,5000000,Non-rookie
5612,J.J. Hickson,Cleveland Cavaliers,2010,1528920,Rookie
5613,J.J. Hickson,Sacramento Kings,2011,2354537,Rookie
5614,J.J. Hickson,Portland Trail Blazers,2012,4000000,Non-rookie
5615,J.J. Hickson,Denver Nuggets,2013,5150000,Non-rookie
5616,J.J. Hickson,Denver Nuggets,2014,5381750,Non-rookie
5617,J.J. Hickson,Denver Nuggets,2015,5613500,Non-rookie
5618,J.J. Hickson,Washington Wizards,2015,366337,Non-rookie
5619,Buddy Hield,Sacramento Kings,2016,3517200,Rookie
5620,Buddy Hield,Sacramento Kings,2017,3675480,Rookie
5621,Cory Higgins,Charlotte Bobcats,2011,473604,Rookie
5622,Cory Higgins,Charlotte Bobcats,2012,44835,Rookie
5644,Nene,Denver Nuggets,2010,11360000,Non-rookie
5645,Nene,Denver Nuggets,2011,13000000,Non-rookie
5646,Nene,Washington Wizards,2012,13000000,Non-rookie
5647,Nene,Washington Wizards,2013,13000000,Non-rookie
5648,Nene,Washington Wizards,2014,13000000,Non-rookie
5649,Nene,Washington Wizards,2015,13000000,Non-rookie
5650,Nene,Houston Rockets,2016,2898000,Non-rookie
5651,Nene,Houston Rockets,2017,3477600,Non-rookie
5654,George Hill,San Antonio Spurs,2010,1157160,Rookie
5655,George Hill,Indiana Pacers,2011,2086360,Rookie
5656,George Hill,Indiana Pacers,2012,8000000,Non-rookie
5657,George Hill,Indiana Pacers,2013,8000000,Non-rookie
5658,George Hill,Indiana Pacers,2014,8000000,Non-rookie
5659,George Hill,Indiana Pacers,2015,8000000,Non-rookie
5660,George Hill,Utah Jazz,2016,8000000,Non-rookie
5661,George Hill,Cleveland Cavaliers,2017,20000000,Non-rookie
5678,Grant Hill,Phoenix Suns,2010,3324000,Non-rookie
