,Name,Team,Season,Salary,Type
6375,Al Jefferson,Indiana Pacers,2017,9769821,Non-rookie
6376,Amile Jefferson,Minnesota Timberwolves,2017,4608,Rookie
6379,Cory Jefferson,Brooklyn Nets,2014,507336,Rookie
6380,Cory Jefferson,Phoenix Suns,2015,421449,Rookie
6390,Richard Jefferson,San Antonio Spurs,2010,8400000,Non-rookie
6391,Richard Jefferson,San Antonio Spurs,2011,9282000,Non-rookie
6392,Richard Jefferson,Golden State Warriors,2012,10164000,Non-rookie
6393,Richard Jefferson,Utah Jazz,2013,11046000,Non-rookie
6394,Richard Jefferson,Dallas Mavericks,2014,1448490,Non-rookie
6395,Richard Jefferson,Cleveland Cavaliers,2015,1499000,Non-rookie
6396,Richard Jefferson,Cleveland Cavaliers,2016,2500000,Non-rookie
6397,Richard Jefferson,Atlanta Hawks,2017,2500000,Non-rookie
6398,Richard Jefferson,Denver Nuggets,2017,1454756,Non-rookie
6407,Jared Jeffries,Houston Rockets,2010,6883800,Non-rookie
6408,Jared Jeffries,New York Knicks,2011,1229255,Non-rookie
6409,Jared Jeffries,Portland Trail Blazers,2012,1475106,Non-rookie
6410,Charles Jenkins,Golden State Warriors,2011,473604,Rookie
6411,Charles Jenkins,Philadelphia 76ers,2012,762195,Rookie
6413,John Jenkins,Atlanta Hawks,2012,1204560,Rookie
6414,John Jenkins,Atlanta Hawks,2013,1258800,Rookie
6415,John Jenkins,Atlanta Hawks,2014,1312920,Rookie
6416,John Jenkins,Phoenix Suns,2015,981000,Rookie
6417,John Jenkins,Phoenix Suns,2016,469841,Non-rookie
6419,Brandon Jennings,Milwaukee Bucks,2010,2331120,Rookie
6420,Brandon Jennings,Milwaukee Bucks,2011,2493720,Rookie
6421,Brandon Jennings,Milwaukee Bucks,2012,3179493,Rookie
6422,Brandon Jennings,Detroit Pistons,2013,7655503,Non-rookie
6423,Brandon Jennings,Detroit Pistons,2014,8000000,Non-rookie
6424,Brandon Jennings,Orlando Magic,2015,8344497,Non-rookie
6425,Brandon Jennings,New York Knicks,2016,4837318,Non-rookie
6426,Brandon Jennings,Washington Wizards,2016,1200000,Non-rookie
6427,Brandon Jennings,Milwaukee Bucks,2017,297169,Non-rookie
6439,Jonas Jerebko,Detroit Pistons,2010,762195,Rookie
6440,Jonas Jerebko,Detroit Pistons,2011,4500000,Rookie
6441,Jonas Jerebko,Detroit Pistons,2012,4500000,Rookie
6442,Jonas Jerebko,Detroit Pistons,2013,4500000,Non-rookie
6443,Jonas Jerebko,Boston Celtics,2014,4500000,Non-rookie
6444,Jonas Jerebko,Boston Celtics,2015,5000000,Non-rookie
6445,Jonas Jerebko,Boston Celtics,2016,5000000,Non-rookie
6446,Jonas Jerebko,Utah Jazz,2017,4000000,Non-rookie
6447,Grant Jerrett,Utah Jazz,2014,816481,Rookie
6448,Grant Jerrett,Utah Jazz,2015,947276,Rookie
6449,Eugene Jeter,Sacramento Kings,2010,473604,Rookie
6453,Yi Jianlian,Washington Wizards,2010,4050499,Rookie
6454,Yi Jianlian,Dallas Mavericks,2011,827197,Non-rookie
6455,Yi Jianlian,Los Angeles Lakers,2016,250000,Non-rookie
6463,Amir Johnson,Toronto Raptors,2010,5000000,Non-rookie
6464,Amir Johnson,Toronto Raptors,2011,5500000,Non-rookie
6465,Amir Johnson,Toronto Raptors,2012,6000000,Non-rookie
6466,Amir Johnson,Toronto Raptors,2013,6500000,Non-rookie
6467,Amir Johnson,Toronto Raptors,2014,7000000,Non-rookie
6468,Amir Johnson,Boston Celtics,2015,12000000,Non-rookie
6469,Amir Johnson,Boston Celtics,2016,12000000,Non-rookie
6470,Amir Johnson,Philadelphia 76ers,2017,11000000,Non-rookie
6483,Armon Johnson,Portland Trail Blazers,2010,473604,Rookie
6484,Armon Johnson,Portland Trail Blazers,2011,762195,Rookie
6502,Brice Johnson,Los Angeles Clippers,2016,1273920,Rookie
6503,Brice Johnson,Memphis Grizzlies,2017,1331160,Rookie
6510,Carldell Johnson,New Orleans Hornets,2011,168035,Rookie
6511,Chris Johnson,Boston Celtics,2010,136509,Rookie
6512,Chris Johnson,Portland Trail Blazers,2010,27859,Rookie
6513,Chris Johnson,Portland Trail Blazers,2011,762195,Rookie
6514,Chris Johnson,Minnesota Timberwolves,2012,447298,Rookie
6515,Chris Johnson,Minnesota Timberwolves,2013,916099,Rookie
6516,Chris Johnson,Memphis Grizzlies,2012,61290,Rookie
6517,Chris Johnson,Utah Jazz,2014,166897,Non-rookie
6518,Chris Johnson,Milwaukee Bucks,2014,107674,Non-rookie
6519,Chris Johnson,Utah Jazz,2015,981348,Non-rookie
6520,Chris Johnson,Houston Rockets,2017,25000,Non-rookie
6526,Darius Johnson-Odom,Los Angeles Lakers,2012,192228,Rookie
6527,Dakari Johnson,Oklahoma City Thunder,2017,815615,Rookie
6576,Ivan Johnson,Atlanta Hawks,2011,473604,Rookie
6577,Ivan Johnson,Atlanta Hawks,2012,962195,Rookie
6578,Ivan Johnson,Dallas Mavericks,2014,25000,Rookie
6580,James Johnson,Toronto Raptors,2010,1713600,Rookie
6581,James Johnson,Toronto Raptors,2011,1833120,Rookie
6582,James Johnson,Sacramento Kings,2012,2812006,Rookie
6583,James Johnson,Toronto Raptors,2014,2500000,Non-rookie
6584,James Johnson,Toronto Raptors,2015,2500000,Non-rookie
6585,James Johnson,Miami Heat,2016,4000000,Non-rookie
6586,James Johnson,Miami Heat,2017,13954000,Non-rookie
6587,JaJuan Johnson,Boston Celtics,2011,1042320,Rookie
6588,JaJuan Johnson,Houston Rockets,2012,1120440,Rookie
6598,Joe Johnson,Atlanta Hawks,2010,16324500,Non-rookie
6599,Joe Johnson,Atlanta Hawks,2011,18038573,Non-rookie
6600,Joe Johnson,Brooklyn Nets,2012,19752645,Non-rookie
6601,Joe Johnson,Brooklyn Nets,2013,21466718,Non-rookie
6602,Joe Johnson,Brooklyn Nets,2014,23180790,Non-rookie
6603,Joe Johnson,Brooklyn Nets,2015,24894863,Non-rookie
6604,Joe Johnson,Miami Heat,2015,414481,Non-rookie
6605,Joe Johnson,Utah Jazz,2016,11000000,Non-rookie
6606,Joe Johnson,Sacramento Kings,2017,9505000,Non-rookie
6607,Joe Johnson,Houston Rockets,2017,473835,Non-rookie
6652,Nick Johnson,Houston Rockets,2014,507336,Rookie
6653,Nick Johnson,Denver Nuggets,2015,845059,Rookie
6654,Nick Johnson,Denver Nuggets,2016,980431,Rookie
6655,Omari Johnson,Memphis Grizzlies,2017,27648,Rookie
6656,Orlando Johnson,Indiana Pacers,2012,550000,Rookie
6657,Orlando Johnson,Indiana Pacers,2013,788872,Rookie
6658,Orlando Johnson,New Orleans Pelicans,2015,55722,Rookie
6659,Orlando Johnson,Phoenix Suns,2015,55722,Rookie
6664,Stanley Johnson,Detroit Pistons,2015,2841960,Rookie
6665,Stanley Johnson,Detroit Pistons,2016,2969880,Rookie
6666,Stanley Johnson,Detroit Pistons,2017,3097800,Rookie
6668,Trey Johnson,Toronto Raptors,2010,89670,Rookie
6669,Tyler Johnson,Miami Heat,2014,507336,Rookie
6670,Tyler Johnson,Miami Heat,2015,845059,Rookie
6671,Tyler Johnson,Miami Heat,2016,5628000,Rookie
6672,Tyler Johnson,Miami Heat,2017,5881260,Rookie
6682,Wesley Johnson,Minnesota Timberwolves,2010,3726600,Rookie
6683,Wesley Johnson,Minnesota Timberwolves,2011,4006080,Rookie
6684,Wesley Johnson,Phoenix Suns,2012,4285560,Rookie
6685,Wesley Johnson,Los Angeles Lakers,2013,916099,Rookie
6686,Wesley Johnson,Los Angeles Lakers,2014,981084,Non-rookie
6687,Wesley Johnson,Los Angeles Clippers,2015,1100600,Non-rookie
6688,Wesley Johnson,Los Angeles Clippers,2016,5628000,Non-rookie
6689,Wesley Johnson,Los Angeles Clippers,2017,5881260,Non-rookie
6690,Nikola Jokic,Denver Nuggets,2015,1300000,Rookie
6691,Nikola Jokic,Denver Nuggets,2016,1358500,Rookie
6692,Nikola Jokic,Denver Nuggets,2017,1471382,Rookie
6736,Dahntay Jones,Indiana Pacers,2010,2500000,Non-rookie
6737,Dahntay Jones,Indiana Pacers,2011,2700000,Non-rookie
6738,Dahntay Jones,Atlanta Hawks,2012,2900000,Non-rookie
6739,Dahntay Jones,Los Angeles Clippers,2014,387632,Non-rookie
6740,Dahntay Jones,Cleveland Cavaliers,2015,8819,Non-rookie
6741,Dahntay Jones,Cleveland Cavaliers,2016,24022,Non-rookie
6742,Damian Jones,Golden State Warriors,2016,1171560,Rookie
6743,Damian Jones,Golden State Warriors,2017,1312611,Rookie
6744,DeQuan Jones,Orlando Magic,2012,473504,Rookie
6748,Dominique Jones,Dallas Mavericks,2010,1110120,Rookie
6749,Dominique Jones,Dallas Mavericks,2011,1193280,Rookie
6750,Dominique Jones,Dallas Mavericks,2012,1276560,Rookie
6787,James Jones,Miami Heat,2010,1069509,Non-rookie
6788,James Jones,Miami Heat,2011,1500000,Non-rookie
6789,James Jones,Miami Heat,2012,1500000,Non-rookie
6790,James Jones,Cleveland Cavaliers,2014,1448490,Non-rookie
6791,James Jones,Cleveland Cavaliers,2015,1499000,Non-rookie
6792,James Jones,Cleveland Cavaliers,2016,1551659,Non-rookie
6801,Kevin Jones,Cleveland Cavaliers,2012,390027,Rookie
6803,Perry Jones,Oklahoma City Thunder,2012,1035960,Rookie
6804,Perry Jones,Oklahoma City Thunder,2013,1082520,Rookie
6805,Perry Jones,Oklahoma City Thunder,2014,1129200,Rookie
6806,Perry Jones,Boston Celtics,2015,2038206,Rookie
6822,Solomon Jones,Indiana Pacers,2010,1500000,Non-rookie
6823,Solomon Jones,Los Angeles Clippers,2011,280234,Non-rookie
6824,Solomon Jones,New Orleans Hornets,2011,160119,Non-rookie
6825,Terrence Jones,Houston Rockets,2012,1485000,Rookie
6826,Terrence Jones,Houston Rockets,2013,1551840,Rookie
6827,Terrence Jones,Houston Rockets,2014,1618680,Rookie
6828,Terrence Jones,Houston Rockets,2015,2489530,Rookie
6829,Terrence Jones,New Orleans Pelicans,2016,1050961,Non-rookie
6830,Terrence Jones,Milwaukee Bucks,2016,236457,Non-rookie
6831,Tyus Jones,Minnesota Timberwolves,2015,1282080,Rookie
6832,Tyus Jones,Minnesota Timberwolves,2016,1339680,Rookie
6833,Tyus Jones,Minnesota Timberwolves,2017,1471382,Rookie
6837,DeAndre Jordan,Los Angeles Clippers,2010,854389,Rookie
6838,DeAndre Jordan,Los Angeles Clippers,2011,10079404,Non-rookie
6839,DeAndre Jordan,Los Angeles Clippers,2012,10532977,Non-rookie
6840,DeAndre Jordan,Los Angeles Clippers,2013,10986550,Non-rookie
6841,DeAndre Jordan,Los Angeles Clippers,2014,11440124,Non-rookie
6842,DeAndre Jordan,Los Angeles Clippers,2015,19500000,Non-rookie
6843,DeAndre Jordan,Los Angeles Clippers,2016,21165675,Non-rookie
6844,DeAndre Jordan,Los Angeles Clippers,2017,22642350,Non-rookie
6845,Jerome Jordan,New York Knicks,2011,473604,Rookie
6846,Jerome Jordan,Brooklyn Nets,2014,915243,Rookie
6865,Cory Joseph,San Antonio Spurs,2011,1028400,Rookie
6866,Cory Joseph,San Antonio Spurs,2012,1105560,Rookie
6867,Cory Joseph,San Antonio Spurs,2013,1120920,Rookie
6868,Cory Joseph,San Antonio Spurs,2014,2023261,Rookie
6869,Cory Joseph,Toronto Raptors,2015,7000000,Non-rookie
6870,Cory Joseph,Toronto Raptors,2016,7330000,Non-rookie
6871,Cory Joseph,Indiana Pacers,2017,7630000,Non-rookie
6873,Kris Joseph,Boston Celtics,2012,189442,Rookie
6881,Chris Kaman,Los Angeles Clippers,2010,11800000,Non-rookie
6882,Chris Kaman,New Orleans Hornets,2011,14030000,Non-rookie
6883,Chris Kaman,Dallas Mavericks,2012,8000000,Non-rookie
6884,Chris Kaman,Los Angeles Lakers,2013,3183000,Non-rookie
6885,Chris Kaman,Portland Trail Blazers,2014,4800000,Non-rookie
6886,Chris Kaman,Portland Trail Blazers,2015,5000000,Non-rookie
6887,Frank Kaminsky,Charlotte Hornets,2015,2612500,Rookie
6888,Frank Kaminsky,Charlotte Hornets,2016,2730000,Rookie
6889,Frank Kaminsky,Charlotte Hornets,2017,2847600,Rookie
6890,Enes Kanter,Utah Jazz,2011,4133280,Rookie
6891,Enes Kanter,Utah Jazz,2012,4443360,Rookie
6892,Enes Kanter,Utah Jazz,2013,4505280,Rookie
6893,Enes Kanter,Oklahoma City Thunder,2014,5694674,Rookie
6894,Enes Kanter,Oklahoma City Thunder,2015,16400000,Non-rookie
6895,Enes Kanter,Oklahoma City Thunder,2016,17145838,Non-rookie
6896,Enes Kanter,New York Knicks,2017,20566802,Non-rookie
6904,Jason Kapono,Philadelphia 76ers,2010,6641440,Non-rookie
6905,Jason Kapono,Los Angeles Lakers,2011,1223166,Non-rookie
6906,Sergey Karasev,Cleveland Cavaliers,2013,1467840,Rookie
6907,Sergey Karasev,Brooklyn Nets,2014,1533840,Rookie
6908,Sergey Karasev,Brooklyn Nets,2015,1599840,Rookie
6915,Sasha Kaun,Cleveland Cavaliers,2015,1300000,Rookie
6916,Sasha Kaun,Philadelphia 76ers,2016,1333420,Rookie
6930,Ryan Kelly,Los Angeles Lakers,2014,1650000,Rookie
6931,Ryan Kelly,Los Angeles Lakers,2015,1724250,Rookie
6932,Ryan Kelly,Atlanta Hawks,2016,418228,Rookie
6952,Luke Kennard,Detroit Pistons,2017,2759280,Rookie
6953,D.J. Kennedy,Denver Nuggets,2016,50000,Rookie
6999,Michael Kidd-Gilchrist,Charlotte Bobcats,2012,4602720,Rookie
7000,Michael Kidd-Gilchrist,Charlotte Bobcats,2013,4809840,Rookie
7001,Michael Kidd-Gilchrist,Charlotte Hornets,2014,5016960,Rookie
7002,Michael Kidd-Gilchrist,Charlotte Hornets,2015,6331404,Rookie
7003,Michael Kidd-Gilchrist,Charlotte Hornets,2016,13000000,Non-rookie
7004,Michael Kidd-Gilchrist,Charlotte Hornets,2017,13000000,Non-rookie
7021,Jason Kidd,Dallas Mavericks,2010,8610500,Non-rookie
7022,Jason Kidd,Dallas Mavericks,2011,10121000,Non-rookie
7023,Jason Kidd,New York Knicks,2012,3090000,Non-rookie
7024,Sean Kilpatrick,Golden State Warriors,2014,35000,Rookie
7025,Sean Kilpatrick,Minnesota Timberwolves,2014,29843,Rookie
7026,Sean Kilpatrick,Brooklyn Nets,2015,320594,Rookie
7027,Sean Kilpatrick,Denver Nuggets,2015,99418,Rookie
7028,Sean Kilpatrick,Brooklyn Nets,2016,980431,Rookie
7029,Sean Kilpatrick,Chicago Bulls,2017,2163006,Rookie
7030,Sean Kilpatrick,Brooklyn Nets,2017,1524305,Rookie
7031,Sean Kilpatrick,Milwaukee Bucks,2017,789725,Rookie
7032,Sean Kilpatrick,Los Angeles Clippers,2017,166258,Rookie
7086,Andrei Kirilenko,Utah Jazz,2010,17823000,Non-rookie
7087,Andrei Kirilenko,Minnesota Timberwolves,2012,9779349,Non-rookie
7088,Andrei Kirilenko,Brooklyn Nets,2013,3183000,Non-rookie
7089,Andrei Kirilenko,Philadelphia 76ers,2014,3326235,Non-rookie
7090,Alex Kirk,New York Knicks,2014,65000,Rookie
7109,Maxi Kleber,Dallas Mavericks,2017,815615,Rookie
7128,Linas Kleiza,Toronto Raptors,2010,4995000,Non-rookie
7129,Linas Kleiza,Toronto Raptors,2011,4605000,Non-rookie
7130,Linas Kleiza,Toronto Raptors,2012,4600000,Non-rookie
7144,Brandon Knight,Detroit Pistons,2011,2563320,Rookie
7145,Brandon Knight,Detroit Pistons,2012,2755560,Rookie
7146,Brandon Knight,Milwaukee Bucks,2013,2793960,Rookie
7147,Brandon Knight,Phoenix Suns,2014,3553917,Rookie
7148,Brandon Knight,Phoenix Suns,2015,12000000,Non-rookie
7149,Brandon Knight,Phoenix Suns,2016,12606250,Non-rookie
7150,Brandon Knight,Phoenix Suns,2017,13618750,Non-rookie
7182,Furkan Korkmaz,Philadelphia 76ers,2017,1465920,Rookie
7193,Kyle Korver,Chicago Bulls,2010,5000000,Non-rookie
7194,Kyle Korver,Chicago Bulls,2011,5000000,Non-rookie
7195,Kyle Korver,Atlanta Hawks,2012,5000000,Non-rookie
7196,Kyle Korver,Atlanta Hawks,2013,6760563,Non-rookie
7197,Kyle Korver,Atlanta Hawks,2014,6253521,Non-rookie
7198,Kyle Korver,Atlanta Hawks,2015,5746479,Non-rookie
7199,Kyle Korver,Cleveland Cavaliers,2016,5239437,Non-rookie
7200,Kyle Korver,Cleveland Cavaliers,2017,7000000,Non-rookie
7203,Kosta Koufos,Denver Nuggets,2010,1352640,Rookie
7204,Kosta Koufos,Denver Nuggets,2011,2203792,Rookie
7205,Kosta Koufos,Denver Nuggets,2012,3000000,Non-rookie
7206,Kosta Koufos,Memphis Grizzlies,2013,3000000,Non-rookie
7207,Kosta Koufos,Memphis Grizzlies,2014,3000000,Non-rookie
7208,Kosta Koufos,Sacramento Kings,2015,7500000,Non-rookie
7209,Kosta Koufos,Sacramento Kings,2016,8046500,Non-rookie
7210,Kosta Koufos,Sacramento Kings,2017,8393000,Non-rookie
7211,Viacheslav Kravtsov,Milwaukee Bucks,2013,1500000,Rookie
7218,Nenad Krstic,Boston Celtics,2010,5543116,Non-rookie
7245,Kyle Kuzma,Los Angeles Lakers,2017,1423560,Rookie
7246,Mindaugas Kuzminskas,New York Knicks,2016,2898000,Rookie
7247,Mindaugas Kuzminskas,New York Knicks,2017,3025035,Rookie
7248,Ognjen Kuzmic,Golden State Warriors,2014,816482,Rookie
7249,Skal Labissiere,Sacramento Kings,2016,1188840,Rookie
7250,Skal Labissiere,Sacramento Kings,2017,1312611,Rookie
7284,Doron Lamb,Orlando Magic,2012,650000,Rookie
7285,Doron Lamb,Orlando Magic,2013,788872,Rookie
7286,Jeremy Lamb,Oklahoma City Thunder,2012,2020200,Rookie
7287,Jeremy Lamb,Oklahoma City Thunder,2013,2111160,Rookie
7288,Jeremy Lamb,Oklahoma City Thunder,2014,2202000,Rookie
7289,Jeremy Lamb,Charlotte Hornets,2015,3034356,Rookie
7290,Jeremy Lamb,Charlotte Hornets,2016,6511628,Non-rookie
7291,Jeremy Lamb,Charlotte Hornets,2017,7000000,Non-rookie
7303,Carl Landry,New Orleans Hornets,2010,3000000,Rookie
7304,Carl Landry,New Orleans Hornets,2011,8500000,Non-rookie
7305,Carl Landry,Golden State Warriors,2012,4000000,Non-rookie
7306,Carl Landry,Sacramento Kings,2013,6500000,Non-rookie
7307,Carl Landry,Sacramento Kings,2014,6500000,Non-rookie
7308,Carl Landry,Philadelphia 76ers,2015,6500000,Non-rookie
7309,Carl Landry,Philadelphia 76ers,2016,6500000,Non-rookie
7339,Nicolas Laprovittola,San Antonio Spurs,2016,210995,Rookie
7340,Shane Larkin,Dallas Mavericks,2013,1536960,Rookie
7341,Shane Larkin,New York Knicks,2014,1606080,Rookie
7342,Shane Larkin,Brooklyn Nets,2015,1500000,Rookie
7343,Shane Larkin,Boston Celtics,2017,1471382,Non-rookie
7350,Joffrey Lauvergne,Denver Nuggets,2014,1790280,Rookie
7351,Joffrey Lauvergne,Denver Nuggets,2015,1709720,Rookie
7352,Joffrey Lauvergne,Chicago Bulls,2016,1709720,Rookie
7353,Joffrey Lauvergne,San Antonio Spurs,2017,1524305,Rookie
7354,Zach LaVine,Minnesota Timberwolves,2014,2055840,Rookie
7355,Zach LaVine,Minnesota Timberwolves,2015,2148360,Rookie
7356,Zach LaVine,Minnesota Timberwolves,2016,2240880,Rookie
7357,Zach LaVine,Chicago Bulls,2017,3202217,Rookie
7361,Acie Law,Golden State Warriors,2010,656030,Rookie
7362,Acie Law,Memphis Grizzlies,2010,203057,Rookie
7363,Gani Lawal,Phoenix Suns,2010,473640,Rookie
7367,Ty Lawson,Denver Nuggets,2010,1546560,Rookie
7368,Ty Lawson,Denver Nuggets,2011,1654440,Rookie
7369,Ty Lawson,Denver Nuggets,2012,2544529,Rookie
7370,Ty Lawson,Denver Nuggets,2013,10786517,Non-rookie
7371,Ty Lawson,Denver Nuggets,2014,11595506,Non-rookie
7372,Ty Lawson,Houston Rockets,2015,12404495,Non-rookie
7373,Ty Lawson,Indiana Pacers,2015,265058,Non-rookie
7374,Ty Lawson,Sacramento Kings,2016,1315448,Non-rookie
7375,Ty Lawson,Washington Wizards,2017,8313,Non-rookie
7376,Jake Layman,Portland Trail Blazers,2016,600000,Rookie
7377,Jake Layman,Portland Trail Blazers,2017,1312611,Rookie
7378,T.J. Leaf,Indiana Pacers,2017,2028360,Rookie
7389,Ricky Ledo,Dallas Mavericks,2014,816482,Rookie
7390,Ricky Ledo,New York Knicks,2014,96056,Rookie
7393,Courtney Lee,Houston Rockets,2010,1409040,Rookie
7394,Courtney Lee,Houston Rockets,2011,2225093,Rookie
7395,Courtney Lee,Boston Celtics,2012,5000000,Non-rookie
7396,Courtney Lee,Memphis Grizzlies,2013,5225000,Non-rookie
7397,Courtney Lee,Memphis Grizzlies,2014,5450000,Non-rookie
7398,Courtney Lee,Charlotte Hornets,2015,5675000,Non-rookie
7399,Courtney Lee,New York Knicks,2016,11242000,Non-rookie
7400,Courtney Lee,New York Knicks,2017,11747890,Non-rookie
7406,David Lee,Golden State Warriors,2010,10800000,Non-rookie
7407,David Lee,Golden State Warriors,2011,11610000,Non-rookie
7408,David Lee,Golden State Warriors,2012,12744000,Non-rookie
7409,David Lee,Golden State Warriors,2013,13878000,Non-rookie
7410,David Lee,Golden State Warriors,2014,15012000,Non-rookie
7411,David Lee,Boston Celtics,2015,15493680,Non-rookie
7412,David Lee,Dallas Mavericks,2015,2102224,Non-rookie
7413,David Lee,San Antonio Spurs,2016,1551659,Non-rookie
7414,Damion Lee,Boston Celtics,2016,50000,Rookie
7415,Damion Lee,Atlanta Hawks,2017,138240,Rookie
7424,Malcolm Lee,Minnesota Timberwolves,2011,500000,Rookie
7425,Malcolm Lee,Minnesota Timberwolves,2012,762195,Rookie
7426,Malcolm Lee,Phoenix Suns,2013,884293,Rookie
7435,Walt Lemon Jr.,New Orleans Pelicans,2017,92160,Rookie
7436,Alex Len,Phoenix Suns,2013,3492720,Rookie
7437,Alex Len,Phoenix Suns,2014,3649920,Rookie
7438,Alex Len,Phoenix Suns,2015,3807120,Rookie
7439,Alex Len,Phoenix Suns,2016,4823621,Rookie
7440,Alex Len,Phoenix Suns,2017,4187599,Non-rookie
7453,Kawhi Leonard,San Antonio Spurs,2011,1731960,Rookie
7454,Kawhi Leonard,San Antonio Spurs,2012,1861920,Rookie
7455,Kawhi Leonard,San Antonio Spurs,2013,1887840,Rookie
7456,Kawhi Leonard,San Antonio Spurs,2014,2894059,Rookie
7457,Kawhi Leonard,San Antonio Spurs,2015,16500000,Non-rookie
7458,Kawhi Leonard,San Antonio Spurs,2016,17638063,Non-rookie
7459,Kawhi Leonard,San Antonio Spurs,2017,18868625,Non-rookie
7460,Meyers Leonard,Portland Trail Blazers,2012,2126520,Rookie
7461,Meyers Leonard,Portland Trail Blazers,2013,2222160,Rookie
7462,Meyers Leonard,Portland Trail Blazers,2014,2317920,Rookie
7463,Meyers Leonard,Portland Trail Blazers,2015,3075880,Rookie
7464,Meyers Leonard,Portland Trail Blazers,2016,9213484,Non-rookie
7465,Meyers Leonard,Portland Trail Blazers,2017,9904495,Non-rookie
7472,Travis Leslie,Los Angeles Clippers,2011,473604,Rookie
7473,Travis Leslie,Los Angeles Clippers,2012,250000,Rookie
7476,Jon Leuer,Milwaukee Bucks,2011,473604,Rookie
7477,Jon Leuer,Memphis Grizzlies,2012,762195,Rookie
7478,Jon Leuer,Memphis Grizzlies,2014,967500,Rookie
7479,Jon Leuer,Phoenix Suns,2015,1035000,Non-rookie
7480,Jon Leuer,Detroit Pistons,2016,10991957,Non-rookie
7481,Jon Leuer,Detroit Pistons,2017,10497319,Non-rookie
7482,Caris LeVert,Brooklyn Nets,2016,1562280,Rookie
7483,Caris LeVert,Brooklyn Nets,2017,1632480,Rookie
7520,Rashard Lewis,Washington Wizards,2010,19573711,Non-rookie
7521,Rashard Lewis,Washington Wizards,2011,21136631,Non-rookie
7522,Rashard Lewis,New Orleans Hornets,2012,13700000,Non-rookie
7523,Rashard Lewis,Miami Heat,2012,1352181,Non-rookie
7524,Rashard Lewis,Miami Heat,2013,1399507,Non-rookie
7539,DeAndre Liggins,Orlando Magic,2011,473604,Rookie
7540,DeAndre Liggins,Oklahoma City Thunder,2012,762195,Rookie
7541,DeAndre Liggins,Dallas Mavericks,2016,1015696,Non-rookie
7542,DeAndre Liggins,Milwaukee Bucks,2017,757427,Non-rookie
7543,DeAndre Liggins,New Orleans Pelicans,2017,754378,Non-rookie
7544,DeAndre Liggins,Atlanta Hawks,2017,26773,Non-rookie
7545,Damian Lillard,Portland Trail Blazers,2012,3065040,Rookie
7546,Damian Lillard,Portland Trail Blazers,2013,3202920,Rookie
7547,Damian Lillard,Portland Trail Blazers,2014,3340920,Rookie
7548,Damian Lillard,Portland Trail Blazers,2015,4236287,Rookie
7549,Damian Lillard,Portland Trail Blazers,2016,24328425,Non-rookie
7550,Damian Lillard,Portland Trail Blazers,2017,26153057,Non-rookie
7551,Jeremy Lin,Golden State Warriors,2010,473604,Rookie
7552,Jeremy Lin,New York Knicks,2011,762195,Rookie
7553,Jeremy Lin,Houston Rockets,2012,8374646,Non-rookie
7554,Jeremy Lin,Houston Rockets,2013,8374646,Non-rookie
7555,Jeremy Lin,Los Angeles Lakers,2014,8374646,Non-rookie
7556,Jeremy Lin,Charlotte Hornets,2015,2100000,Non-rookie
7557,Jeremy Lin,Brooklyn Nets,2016,11483254,Non-rookie
7558,Jeremy Lin,Brooklyn Nets,2017,12000000,Non-rookie
7582,Shaun Livingston,Charlotte Bobcats,2010,3500000,Non-rookie
7583,Shaun Livingston,Milwaukee Bucks,2011,3500000,Non-rookie
7584,Shaun Livingston,Houston Rockets,2012,1000000,Non-rookie
7585,Shaun Livingston,Cleveland Cavaliers,2012,768720,Non-rookie
7586,Shaun Livingston,Washington Wizards,2012,256240,Non-rookie
7587,Shaun Livingston,Brooklyn Nets,2013,1272279,Non-rookie
7588,Shaun Livingston,Golden State Warriors,2014,5305000,Non-rookie
7589,Shaun Livingston,Golden State Warriors,2015,5543725,Non-rookie
7590,Shaun Livingston,Golden State Warriors,2016,5782450,Non-rookie
7591,Shaun Livingston,Golden State Warriors,2017,7692308,Non-rookie
7642,Shawn Long,Philadelphia 76ers,2016,96969,Rookie
7643,Kevon Looney,Golden State Warriors,2015,1131960,Rookie
7644,Kevon Looney,Golden State Warriors,2016,1182840,Rookie
7645,Kevon Looney,Golden State Warriors,2017,1471382,Rookie
7648,Brook Lopez,New Jersey Nets,2010,2413320,Rookie
7649,Brook Lopez,New Jersey Nets,2011,3076983,Rookie
7650,Brook Lopez,Brooklyn Nets,2012,13668750,Non-rookie
7651,Brook Lopez,Brooklyn Nets,2013,14693906,Non-rookie
7652,Brook Lopez,Brooklyn Nets,2014,15719063,Non-rookie
7653,Brook Lopez,Brooklyn Nets,2015,20000000,Non-rookie
7654,Brook Lopez,Brooklyn Nets,2016,21165675,Non-rookie
7655,Brook Lopez,Los Angeles Lakers,2017,22642350,Non-rookie
7666,Robin Lopez,Phoenix Suns,2010,1867320,Rookie
7667,Robin Lopez,Phoenix Suns,2011,2862602,Rookie
7668,Robin Lopez,New Orleans Hornets,2012,4899293,Non-rookie
7669,Robin Lopez,Portland Trail Blazers,2013,5904261,Non-rookie
7670,Robin Lopez,Portland Trail Blazers,2014,6124728,Non-rookie
7671,Robin Lopez,New York Knicks,2015,13000000,Non-rookie
7672,Robin Lopez,Chicago Bulls,2016,13219250,Non-rookie
7673,Robin Lopez,Chicago Bulls,2017,13788500,Non-rookie
